CID,SMILES
6674490,C[C@H]([C@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC(=CC=C3)NC(=O)CCCCC(=O)NO)C4=CC=C(C=C4)CO
6674496,C[C@H]([C@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC(=CC=C3)NC(=O)CCCCCCC(=O)NO)C4=CC=C(C=C4)CO
6674502,C[C@H]([C@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)NC(=O)CCCCC(=O)NO)C4=CC=C(C=C4)CO
6674505,C[C@H]([C@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)NC(=O)CCCCCC(=O)NO)C4=CC=C(C=C4)CO
6674508,C[C@H]([C@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)NC(=O)CCCCCCC(=O)NO)C4=CC=C(C=C4)CO
6674514,C[C@H]([C@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)CNC(=O)CCCCC(=O)NO)C4=CC=C(C=C4)CO
6674517,C[C@H]([C@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)CNC(=O)CCCCCC(=O)NO)C4=CC=C(C=C4)CO
6674520,C[C@H]([C@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)CNC(=O)CCCCCCC(=O)NO)C4=CC=C(C=C4)CO
6674523,C[C@H]([C@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)C4=CC=CC(=C4)CNC(=O)CCCC(=O)NO)C5=CC=C(C=C5)CO
6674526,C[C@H]([C@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)C4=CC=CC(=C4)CNC(=O)CCCCC(=O)NO)C5=CC=C(C=C5)CO
6674535,C[C@H]([C@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)C4=CC=CC=C4CNC(=O)CCCC(=O)NO)C5=CC=C(C=C5)CO
6674538,C[C@H]([C@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)C4=CC=CC=C4CNC(=O)CCCCC(=O)NO)C5=CC=C(C=C5)CO
6674559,C[C@@H]([C@@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC(=CC=C3)NC(=O)CCCC(=O)NO)C4=CC=C(C=C4)CO
6674562,C[C@@H]([C@@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC(=CC=C3)NC(=O)CCCCC(=O)NO)C4=CC=C(C=C4)CO
6674565,C[C@@H]([C@@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC(=CC=C3)NC(=O)CCCCCC(=O)NO)C4=CC=C(C=C4)CO
6674571,C[C@@H]([C@@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)NC(=O)CCCC(=O)NO)C4=CC=C(C=C4)CO
6674574,C[C@@H]([C@@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)NC(=O)CCCCC(=O)NO)C4=CC=C(C=C4)CO
6674577,C[C@@H]([C@@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)NC(=O)CCCCCC(=O)NO)C4=CC=C(C=C4)CO
6674580,C[C@@H]([C@@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)NC(=O)CCCCCCC(=O)NO)C4=CC=C(C=C4)CO
6674583,C[C@@H]([C@@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)CNC(=O)CCCC(=O)NO)C4=CC=C(C=C4)CO
6674586,C[C@@H]([C@@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)CNC(=O)CCCCC(=O)NO)C4=CC=C(C=C4)CO
6674589,C[C@@H]([C@@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)CNC(=O)CCCCCC(=O)NO)C4=CC=C(C=C4)CO
6674592,C[C@@H]([C@@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)CNC(=O)CCCCCCC(=O)NO)C4=CC=C(C=C4)CO
6674595,C[C@@H]([C@@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)C4=CC=CC(=C4)CNC(=O)CCCC(=O)NO)C5=CC=C(C=C5)CO
6674598,C[C@@H]([C@@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)C4=CC=CC(=C4)CNC(=O)CCCCC(=O)NO)C5=CC=C(C=C5)CO
6674607,C[C@@H]([C@@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)C4=CC=CC=C4CNC(=O)CCCC(=O)NO)C5=CC=C(C=C5)CO
6674610,C[C@@H]([C@@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)C4=CC=CC=C4CNC(=O)CCCCC(=O)NO)C5=CC=C(C=C5)CO
6674619,C[C@@H]([C@@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=CC(=C3)C4=CC=CC(=C4)CNC(=O)CCCC(=O)NO)C5=CC=C(C=C5)CO
6674622,C[C@@H]([C@@H](C1=CC=CC=C1)O)N(C)C[C@H]2C[C@H](O[C@H](O2)C3=CC=CC(=C3)C4=CC=CC(=C4)CNC(=O)CCCCC(=O)NO)C5=CC=C(C=C5)CO
6674634,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC(=CC=C3)NC(=O)CCCCC(=O)NO)CSC4=NC5=CC=CC=C5S4
6674637,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC(=CC=C3)NC(=O)CCCCCC(=O)NO)CSC4=NC5=CC=CC=C5S4
6674643,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)NC(=O)CCCC(=O)NO)CSC4=NC5=CC=CC=C5S4
6674646,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)NC(=O)CCCCC(=O)NO)CSC4=NC5=CC=CC=C5S4
6674649,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)NC(=O)CCCCCC(=O)NO)CSC4=NC5=CC=CC=C5S4
6674658,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)CNC(=O)CCCCC(=O)NO)CSC4=NC5=CC=CC=C5S4
6674661,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)CNC(=O)CCCCCC(=O)NO)CSC4=NC5=CC=CC=C5S4
6674667,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)C4=CC=CC(=C4)CNC(=O)CCCC(=O)NO)CSC5=NC6=CC=CC=C6S5
6674691,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=CC(=C3)C4=CC=CC(=C4)CNC(=O)CCCC(=O)NO)CSC5=NC6=CC=CC=C6S5
6674709,CC(=O)NC1=CC=C(C=C1)SC[C@H]2C[C@H](O[C@H](O2)C3=CC(=CC=C3)NC(=O)CCCCCC(=O)NO)C4=CC=C(C=C4)CO
6674712,CC(=O)NC1=CC=C(C=C1)SC[C@H]2C[C@H](O[C@H](O2)C3=CC(=CC=C3)NC(=O)CCCCCCC(=O)NO)C4=CC=C(C=C4)CO
6674715,CC(=O)NC1=CC=C(C=C1)SC[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)NC(=O)CCCC(=O)NO)C4=CC=C(C=C4)CO
6674718,CC(=O)NC1=CC=C(C=C1)SC[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)NC(=O)CCCCC(=O)NO)C4=CC=C(C=C4)CO
6674736,CC(=O)NC1=CC=C(C=C1)SC[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)CNC(=O)CCCCCCC(=O)NO)C4=CC=C(C=C4)CO
6674739,CC(=O)NC1=CC=C(C=C1)SC[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)C4=CC=CC(=C4)CNC(=O)CCCC(=O)NO)C5=CC=C(C=C5)CO
6674742,CC(=O)NC1=CC=C(C=C1)SC[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)C4=CC=CC(=C4)CNC(=O)CCCCC(=O)NO)C5=CC=C(C=C5)CO
6674754,CC(=O)NC1=CC=C(C=C1)SC[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)C4=CC=CC=C4CNC(=O)CCCCC(=O)NO)C5=CC=C(C=C5)CO
6674763,CC(=O)NC1=CC=C(C=C1)SC[C@H]2C[C@H](O[C@H](O2)C3=CC=CC(=C3)C4=CC=CC(=C4)CNC(=O)CCCC(=O)NO)C5=CC=C(C=C5)CO
6674766,CC(=O)NC1=CC=C(C=C1)SC[C@H]2C[C@H](O[C@H](O2)C3=CC=CC(=C3)C4=CC=CC(=C4)CNC(=O)CCCCC(=O)NO)C5=CC=C(C=C5)CO
6674775,CC(C)(C)OC(=O)[C@@H]1CCCN1C[C@H]2C[C@H](O[C@H](O2)C3=CC(=CC=C3)NC(=O)CCCC(=O)NO)C4=CC=C(C=C4)CO
6674778,CC(C)(C)OC(=O)[C@@H]1CCCN1C[C@H]2C[C@H](O[C@H](O2)C3=CC(=CC=C3)NC(=O)CCCCC(=O)NO)C4=CC=C(C=C4)CO
6674781,CC(C)(C)OC(=O)[C@@H]1CCCN1C[C@H]2C[C@H](O[C@H](O2)C3=CC(=CC=C3)NC(=O)CCCCCC(=O)NO)C4=CC=C(C=C4)CO
6674784,CC(C)(C)OC(=O)[C@@H]1CCCN1C[C@H]2C[C@H](O[C@H](O2)C3=CC(=CC=C3)NC(=O)CCCCCCC(=O)NO)C4=CC=C(C=C4)CO
6674793,CC(C)(C)OC(=O)[C@@H]1CCCN1C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)NC(=O)CCCCCC(=O)NO)C4=CC=C(C=C4)CO
6674796,CC(C)(C)OC(=O)[C@@H]1CCCN1C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)NC(=O)CCCCCCC(=O)NO)C4=CC=C(C=C4)CO
6674802,CC(C)(C)OC(=O)[C@@H]1CCCN1C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)CNC(=O)CCCCC(=O)NO)C4=CC=C(C=C4)CO
6674823,CC(C)(C)OC(=O)[C@@H]1CCCN1C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)C4=CC=CC=C4CNC(=O)CCCC(=O)NO)C5=CC=C(C=C5)CO
6674847,C1CN(CCN1C[C@H]2C[C@H](O[C@H](O2)C3=CC(=CC=C3)NC(=O)CCCC(=O)NO)C4=CC=C(C=C4)CO)CC5=CC=CC=C5
6674850,C1CN(CCN1C[C@H]2C[C@H](O[C@H](O2)C3=CC(=CC=C3)NC(=O)CCCCC(=O)NO)C4=CC=C(C=C4)CO)CC5=CC=CC=C5
6674853,C1CN(CCN1C[C@H]2C[C@H](O[C@H](O2)C3=CC(=CC=C3)NC(=O)CCCCCC(=O)NO)C4=CC=C(C=C4)CO)CC5=CC=CC=C5
6674859,C1CN(CCN1C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)NC(=O)CCCC(=O)NO)C4=CC=C(C=C4)CO)CC5=CC=CC=C5
6674865,C1CN(CCN1C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)NC(=O)CCCCCC(=O)NO)C4=CC=C(C=C4)CO)CC5=CC=CC=C5
6674871,C1CN(CCN1C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)CNC(=O)CCCC(=O)NO)C4=CC=C(C=C4)CO)CC5=CC=CC=C5
6674877,C1CN(CCN1C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)CNC(=O)CCCCCC(=O)NO)C4=CC=C(C=C4)CO)CC5=CC=CC=C5
6674895,C1CN(CCN1C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)C4=CC=CC=C4CNC(=O)CCCC(=O)NO)C5=CC=C(C=C5)CO)CC6=CC=CC=C6
6674907,C1CN(CCN1C[C@H]2C[C@H](O[C@H](O2)C3=CC=CC(=C3)C4=CC=CC(=C4)CNC(=O)CCCC(=O)NO)C5=CC=C(C=C5)CO)CC6=CC=CC=C6
6674919,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC(=CC=C3)NC(=O)CCCC(=O)NO)CSC4=NN=NN4C5=CC=CC=C5
6674922,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC(=CC=C3)NC(=O)CCCCC(=O)NO)CSC4=NN=NN4C5=CC=CC=C5
6674928,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC(=CC=C3)NC(=O)CCCCCCC(=O)NO)CSC4=NN=NN4C5=CC=CC=C5
6674937,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)NC(=O)CCCCCC(=O)NO)CSC4=NN=NN4C5=CC=CC=C5
6674940,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)NC(=O)CCCCCCC(=O)NO)CSC4=NN=NN4C5=CC=CC=C5
6674952,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)CNC(=O)CCCCCCC(=O)NO)CSC4=NN=NN4C5=CC=CC=C5
6674967,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)C4=CC=CC=C4CNC(=O)CCCC(=O)NO)CSC5=NN=NN5C6=CC=CC=C6
6674979,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=CC(=C3)C4=CC=CC(=C4)CNC(=O)CCCC(=O)NO)CSC5=NN=NN5C6=CC=CC=C6
6674991,C[C@H](C1=CC2=CC=CC=C2C=C1)N(C)C[C@H]3C[C@H](O[C@H](O3)C4=CC(=CC=C4)NC(=O)CCCC(=O)NO)C5=CC=C(C=C5)CO
6674994,C[C@H](C1=CC2=CC=CC=C2C=C1)N(C)C[C@H]3C[C@H](O[C@H](O3)C4=CC(=CC=C4)NC(=O)CCCCC(=O)NO)C5=CC=C(C=C5)CO
6675000,C[C@H](C1=CC2=CC=CC=C2C=C1)N(C)C[C@H]3C[C@H](O[C@H](O3)C4=CC(=CC=C4)NC(=O)CCCCCCC(=O)NO)C5=CC=C(C=C5)CO
6675003,C[C@H](C1=CC2=CC=CC=C2C=C1)N(C)C[C@H]3C[C@H](O[C@H](O3)C4=CC=C(C=C4)NC(=O)CCCC(=O)NO)C5=CC=C(C=C5)CO
6675006,C[C@H](C1=CC2=CC=CC=C2C=C1)N(C)C[C@H]3C[C@H](O[C@H](O3)C4=CC=C(C=C4)NC(=O)CCCCC(=O)NO)C5=CC=C(C=C5)CO
6675009,C[C@H](C1=CC2=CC=CC=C2C=C1)N(C)C[C@H]3C[C@H](O[C@H](O3)C4=CC=C(C=C4)NC(=O)CCCCCC(=O)NO)C5=CC=C(C=C5)CO
6675018,C[C@H](C1=CC2=CC=CC=C2C=C1)N(C)C[C@H]3C[C@H](O[C@H](O3)C4=CC=C(C=C4)CNC(=O)CCCCC(=O)NO)C5=CC=C(C=C5)CO
6675021,C[C@H](C1=CC2=CC=CC=C2C=C1)N(C)C[C@H]3C[C@H](O[C@H](O3)C4=CC=C(C=C4)CNC(=O)CCCCCC(=O)NO)C5=CC=C(C=C5)CO
6675069,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC(=CC=C3)NC(=O)CCCCCC(=O)NO)CN(CC4=CC=CC=C4)CC5=CC=CC=C5
6675072,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC(=CC=C3)NC(=O)CCCCCCC(=O)NO)CN(CC4=CC=CC=C4)CC5=CC=CC=C5
6675075,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)NC(=O)CCCC(=O)NO)CN(CC4=CC=CC=C4)CC5=CC=CC=C5
6675078,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)NC(=O)CCCCC(=O)NO)CN(CC4=CC=CC=C4)CC5=CC=CC=C5
6675084,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)NC(=O)CCCCCCC(=O)NO)CN(CC4=CC=CC=C4)CC5=CC=CC=C5
6675090,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)CNC(=O)CCCCC(=O)NO)CN(CC4=CC=CC=C4)CC5=CC=CC=C5
6675135,CN(C[C@H]1C[C@H](O[C@H](O1)C2=CC(=CC=C2)NC(=O)CCCC(=O)NO)C3=CC=C(C=C3)CO)C[C@H](C4=CC(=CC=C4)O)O
6675147,CN(C[C@H]1C[C@H](O[C@H](O1)C2=CC=C(C=C2)NC(=O)CCCC(=O)NO)C3=CC=C(C=C3)CO)C[C@H](C4=CC(=CC=C4)O)O
6675153,CN(C[C@H]1C[C@H](O[C@H](O1)C2=CC=C(C=C2)NC(=O)CCCCCC(=O)NO)C3=CC=C(C=C3)CO)C[C@H](C4=CC(=CC=C4)O)O
6675156,CN(C[C@H]1C[C@H](O[C@H](O1)C2=CC=C(C=C2)NC(=O)CCCCCCC(=O)NO)C3=CC=C(C=C3)CO)C[C@H](C4=CC(=CC=C4)O)O
6675159,CN(C[C@H]1C[C@H](O[C@H](O1)C2=CC=C(C=C2)CNC(=O)CCCC(=O)NO)C3=CC=C(C=C3)CO)C[C@H](C4=CC(=CC=C4)O)O
6675168,CN(C[C@H]1C[C@H](O[C@H](O1)C2=CC=C(C=C2)CNC(=O)CCCCCCC(=O)NO)C3=CC=C(C=C3)CO)C[C@H](C4=CC(=CC=C4)O)O
6675171,CN(C[C@H]1C[C@H](O[C@H](O1)C2=CC=C(C=C2)C3=CC=CC(=C3)CNC(=O)CCCC(=O)NO)C4=CC=C(C=C4)CO)C[C@H](C5=CC(=CC=C5)O)O
6675198,CN(C[C@H]1C[C@H](O[C@H](O1)C2=CC=CC(=C2)C3=CC=CC(=C3)CNC(=O)CCCCC(=O)NO)C4=CC=C(C=C4)CO)C[C@H](C5=CC(=CC=C5)O)O
6675207,COC1=C(C=C2CN(CCC2=C1)C[C@H]3C[C@H](O[C@H](O3)C4=CC(=CC=C4)NC(=O)CCCC(=O)NO)C5=CC=C(C=C5)CO)OC
6675210,COC1=C(C=C2CN(CCC2=C1)C[C@H]3C[C@H](O[C@H](O3)C4=CC(=CC=C4)NC(=O)CCCCC(=O)NO)C5=CC=C(C=C5)CO)OC
6675213,COC1=C(C=C2CN(CCC2=C1)C[C@H]3C[C@H](O[C@H](O3)C4=CC(=CC=C4)NC(=O)CCCCCC(=O)NO)C5=CC=C(C=C5)CO)OC
6675216,COC1=C(C=C2CN(CCC2=C1)C[C@H]3C[C@H](O[C@H](O3)C4=CC(=CC=C4)NC(=O)CCCCCCC(=O)NO)C5=CC=C(C=C5)CO)OC
6675231,COC1=C(C=C2CN(CCC2=C1)C[C@H]3C[C@H](O[C@H](O3)C4=CC=C(C=C4)CNC(=O)CCCC(=O)NO)C5=CC=C(C=C5)CO)OC
6675234,COC1=C(C=C2CN(CCC2=C1)C[C@H]3C[C@H](O[C@H](O3)C4=CC=C(C=C4)CNC(=O)CCCCC(=O)NO)C5=CC=C(C=C5)CO)OC
6675240,COC1=C(C=C2CN(CCC2=C1)C[C@H]3C[C@H](O[C@H](O3)C4=CC=C(C=C4)CNC(=O)CCCCCCC(=O)NO)C5=CC=C(C=C5)CO)OC
6675279,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC(=CC=C3)NC(=O)CCCC(=O)NO)CSC4=NN=NN4C5=CC=C(C=C5)O
6675285,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC(=CC=C3)NC(=O)CCCCCC(=O)NO)CSC4=NN=NN4C5=CC=C(C=C5)O
6675288,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC(=CC=C3)NC(=O)CCCCCCC(=O)NO)CSC4=NN=NN4C5=CC=C(C=C5)O
6675291,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)NC(=O)CCCC(=O)NO)CSC4=NN=NN4C5=CC=C(C=C5)O
6675294,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)NC(=O)CCCCC(=O)NO)CSC4=NN=NN4C5=CC=C(C=C5)O
6675297,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)NC(=O)CCCCCC(=O)NO)CSC4=NN=NN4C5=CC=C(C=C5)O
6675300,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)NC(=O)CCCCCCC(=O)NO)CSC4=NN=NN4C5=CC=C(C=C5)O
6675303,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)CNC(=O)CCCC(=O)NO)CSC4=NN=NN4C5=CC=C(C=C5)O
6675312,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)CNC(=O)CCCCCCC(=O)NO)CSC4=NN=NN4C5=CC=C(C=C5)O
6675366,C1CN(CCN1C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)NC(=O)CCCCC(=O)NO)C4=CC=C(C=C4)CO)C5=CC=C(C=C5)[N+](=O)[O-]
6675372,C1CN(CCN1C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)NC(=O)CCCCCCC(=O)NO)C4=CC=C(C=C4)CO)C5=CC=C(C=C5)[N+](=O)[O-]
6675375,C1CN(CCN1C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)CNC(=O)CCCC(=O)NO)C4=CC=C(C=C4)CO)C5=CC=C(C=C5)[N+](=O)[O-]
6675378,C1CN(CCN1C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)CNC(=O)CCCCC(=O)NO)C4=CC=C(C=C4)CO)C5=CC=C(C=C5)[N+](=O)[O-]
6675381,C1CN(CCN1C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)CNC(=O)CCCCCC(=O)NO)C4=CC=C(C=C4)CO)C5=CC=C(C=C5)[N+](=O)[O-]
6675384,C1CN(CCN1C[C@H]2C[C@H](O[C@H](O2)C3=CC=C(C=C3)CNC(=O)CCCCCCC(=O)NO)C4=CC=C(C=C4)CO)C5=CC=C(C=C5)[N+](=O)[O-]
6675423,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)C[C@H]3C[C@H](O[C@H](O3)C4=CC(=CC=C4)NC(=O)CCCC(=O)NO)C5=CC=C(C=C5)CO
6675429,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)C[C@H]3C[C@H](O[C@H](O3)C4=CC(=CC=C4)NC(=O)CCCCCC(=O)NO)C5=CC=C(C=C5)CO
6675435,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)C[C@H]3C[C@H](O[C@H](O3)C4=CC=C(C=C4)NC(=O)CCCC(=O)NO)C5=CC=C(C=C5)CO
6675441,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)C[C@H]3C[C@H](O[C@H](O3)C4=CC=C(C=C4)NC(=O)CCCCCC(=O)NO)C5=CC=C(C=C5)CO
6675444,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)C[C@H]3C[C@H](O[C@H](O3)C4=CC=C(C=C4)NC(=O)CCCCCCC(=O)NO)C5=CC=C(C=C5)CO
6675447,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)C[C@H]3C[C@H](O[C@H](O3)C4=CC=C(C=C4)CNC(=O)CCCC(=O)NO)C5=CC=C(C=C5)CO
6675495,C1CN(CCC1N2C3=CC=CC=C3NC2=O)C[C@H]4C[C@H](O[C@H](O4)C5=CC(=CC=C5)NC(=O)CCCC(=O)NO)C6=CC=C(C=C6)CO
6675498,C1CN(CCC1N2C3=CC=CC=C3NC2=O)C[C@H]4C[C@H](O[C@H](O4)C5=CC(=CC=C5)NC(=O)CCCCC(=O)NO)C6=CC=C(C=C6)CO
6675504,C1CN(CCC1N2C3=CC=CC=C3NC2=O)C[C@H]4C[C@H](O[C@H](O4)C5=CC(=CC=C5)NC(=O)CCCCCCC(=O)NO)C6=CC=C(C=C6)CO
6675507,C1CN(CCC1N2C3=CC=CC=C3NC2=O)C[C@H]4C[C@H](O[C@H](O4)C5=CC=C(C=C5)NC(=O)CCCC(=O)NO)C6=CC=C(C=C6)CO
6675510,C1CN(CCC1N2C3=CC=CC=C3NC2=O)C[C@H]4C[C@H](O[C@H](O4)C5=CC=C(C=C5)NC(=O)CCCCC(=O)NO)C6=CC=C(C=C6)CO
6675528,C1CN(CCC1N2C3=CC=CC=C3NC2=O)C[C@H]4C[C@H](O[C@H](O4)C5=CC=C(C=C5)CNC(=O)CCCCCCC(=O)NO)C6=CC=C(C=C6)CO
6675567,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)C[C@H]4C[C@H](O[C@H](O4)C5=CC(=CC=C5)NC(=O)CCCC(=O)NO)C6=CC=C(C=C6)CO
6675570,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)C[C@H]4C[C@H](O[C@H](O4)C5=CC(=CC=C5)NC(=O)CCCCC(=O)NO)C6=CC=C(C=C6)CO
6675573,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)C[C@H]4C[C@H](O[C@H](O4)C5=CC(=CC=C5)NC(=O)CCCCCC(=O)NO)C6=CC=C(C=C6)CO
6675579,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)C[C@H]4C[C@H](O[C@H](O4)C5=CC=C(C=C5)NC(=O)CCCC(=O)NO)C6=CC=C(C=C6)CO
6675585,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)C[C@H]4C[C@H](O[C@H](O4)C5=CC=C(C=C5)NC(=O)CCCCCC(=O)NO)C6=CC=C(C=C6)CO
6675588,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)C[C@H]4C[C@H](O[C@H](O4)C5=CC=C(C=C5)NC(=O)CCCCCCC(=O)NO)C6=CC=C(C=C6)CO
6675594,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)C[C@H]4C[C@H](O[C@H](O4)C5=CC=C(C=C5)CNC(=O)CCCCC(=O)NO)C6=CC=C(C=C6)CO
