CID,SMILES
81340321,COC1=CC=CC(=C1)CCC(=O)NOCC(F)(F)F
81340322,C1=CC=C2C(=C1)C(=CS2)C(=O)NOCC(F)(F)F
81340323,CC(C)OCC1=CC=C(C=C1)C(=O)NOCC(F)(F)F
81340324,COC1=C(C=CC(=C1)C(=O)NOCC(F)(F)F)F
81340325,C1=COC(=C1)C(=O)NOCC(F)(F)F
81340326,C1CC(COC1)C(=O)NOCC(F)(F)F
81340327,CC1=CC=CC=C1CCC(=O)NOCC(F)(F)F
81340328,CCCC1=NOC(=N1)CCC(=O)NOCC(F)(F)F
81340329,CC1=CC=CC=C1/C=C/C(=O)NOCC(F)(F)F
81340330,C1=CC(=CC=C1C(=O)NOCC(F)(F)F)OC(F)(F)F
81340331,C1=CC=C(C=C1)C2=NOC(=C2)C(=O)NOCC(F)(F)F
81340332,CCCCC1=CC=C(C=C1)C(=O)NOCC(F)(F)F
81340383,CN1C(=CC=N1)C(=O)NOCC(F)(F)F
81340384,C1=C(NN=C1)CC(=O)NOCC(F)(F)F
81340385,C1=CSC=C1C2=NN(N=N2)CC(=O)NOCC(F)(F)F
81340386,C1=CC2=NC=CN=C2C=C1C(=O)NOCC(F)(F)F
81340387,C1=CSC(=C1N2C=NN=N2)C(=O)NOCC(F)(F)F
81340388,CC1=C(C=C(C=C1)CC(=O)NOCC(F)(F)F)OC
81340389,C1=C(SC(=C1)Cl)/C=C/C(=O)NOCC(F)(F)F
81340390,C1=CC2=C(C=C1F)SC(=C2)C(=O)NOCC(F)(F)F
81340391,C1C(=O)N(CS1)CC(=O)NOCC(F)(F)F
81340393,CC1=C(C(=CC=C1)OCC(=O)NOCC(F)(F)F)C
81340394,CC1=C(C(=O)NN=C1C)C(=O)NOCC(F)(F)F
81340395,C1COC(CO1)C(=O)NOCC(F)(F)F
81340400,C1CCC2=C(C1)C=CC(=C2)C(=O)NOCC(F)(F)F
81340401,C1=CN=CC=C1SCC(=O)NOCC(F)(F)F
81340402,CC1=NC(=CC=C1)C(=O)NOCC(F)(F)F
81340403,C1=CC(=CC=C1OCC(=O)NOCC(F)(F)F)Br
81340404,C1=CC2=NN(C(=O)N2C=C1)CC(=O)NOCC(F)(F)F
81340405,COCCOCC(=O)NOCC(F)(F)F
81340407,C1=CC(=CC=C1CC(=O)NOCC(F)(F)F)C(F)(F)F
81340408,CC1=CC=C(S1)C(=O)NCC(=O)NOCC(F)(F)F
81340409,CCC(CC)C(=O)NOCC(F)(F)F
81340410,CCC1=CC=C(O1)C(=O)NOCC(F)(F)F
81340411,C1=CC=C2C(=C1)C=C(S2)C(=O)NOCC(F)(F)F
81340412,C1=CC(=CC=C1C(=O)NOCC(F)(F)F)OC(F)F
81340413,C1=C(SC(=C1Br)Br)C(=O)NOCC(F)(F)F
81340414,C(C(=O)NOCC(F)(F)F)NCC(F)(F)F
81340415,C1COC2=CC=CC=C2C1C(=O)NOCC(F)(F)F
81340416,CC1=CC(=CC=C1)CCC(=O)NOCC(F)(F)F
81340417,C1CC(CN(C1)C(=O)C2CC2)C(=O)NOCC(F)(F)F
81340418,C1CC1CC(=O)NOCC(F)(F)F
81340419,C1CCC2=C(C1)C=CC(=C2)CC(=O)NOCC(F)(F)F
81340420,C1C2CC3CC1CC(C2)(C3)CC(=O)NOCC(F)(F)F
81340421,C1=CC(=C(C(=C1)F)F)CC(=O)NOCC(F)(F)F
81340422,C1=C(C=C(C(=C1F)C(=O)NOCC(F)(F)F)F)Br
81340423,COC1=C(C=C(C=C1)CCC(=O)NOCC(F)(F)F)Br
81340424,CC(C)SCC(=O)NOCC(F)(F)F
81340425,C1=CC(=C(C=C1F)Cl)OCC(=O)NOCC(F)(F)F
81340426,CC(C)(C)C1CCC(CC1)C(=O)NOCC(F)(F)F
81340427,C1=CSC2=C1SC(=C2)C(=O)NOCC(F)(F)F
81340428,C1=CC=NC(=C1)CCC(=O)NOCC(F)(F)F
81340429,C1=CSC2=NC(=C(N21)/C=C/C(=O)NOCC(F)(F)F)Cl
81340477,C1CSCC2=C1SC(=C2)C(=O)NOCC(F)(F)F
81340478,CS(=O)(=O)NC1=NC(=CS1)CC(=O)NOCC(F)(F)F
81340479,C1=CC(=CC=C1CSCC(=O)NOCC(F)(F)F)F
81340480,CCC1=C(SC(=C1)C(=O)NOCC(F)(F)F)C
81340481,CC1=C(C=C(C=C1)[N+](=O)[O-])C(=O)NOCC(F)(F)F
81340482,C1=CC(=CC(=C1)Cl)CC(=O)NOCC(F)(F)F
81340483,CC(C(=O)NOCC(F)(F)F)NC(=O)C(C)(C)C
81340484,C1COC2=C1C=C(C=C2)C(=O)NOCC(F)(F)F
81340485,COC1=C(C=C(C=C1Cl)C(=O)NOCC(F)(F)F)Cl
81340486,COC1=C(C(=CC(=C1)C(=O)NOCC(F)(F)F)Cl)OC
81340487,C1=CC(=C(C=C1C(=O)NOCC(F)(F)F)C(F)(F)F)F
81340488,C1=CC(=CN=C1)CCC(=O)NOCC(F)(F)F
81340489,CC1=NC2=CC=CC=C2C(=C1)C(=O)NOCC(F)(F)F
81340490,CC1=C(N=C(S1)C2=CC=CO2)C(=O)NOCC(F)(F)F
81340491,CCC(C)C(=O)NOCC(F)(F)F
81340495,C1C(=O)NC2=C(S1)C=CC(=C2)C(=O)NOCC(F)(F)F
81340496,CC(C)(C(=O)NOCC(F)(F)F)S(=O)(=O)C
81340497,C1=CC(=NC=C1Cl)C(=O)NOCC(F)(F)F
81340503,CC1=CC=C(C=C1)CCC(=O)NOCC(F)(F)F
81340504,CCCCOC1=CC=C(C=C1)C(=O)NOCC(F)(F)F
81340505,C1=CC=C(C=C1)N2C=CC(=N2)C(=O)NOCC(F)(F)F
81340506,CCC1=CC=C(C=C1)/C=C/C(=O)NOCC(F)(F)F
81340507,C1=CC(=C(C=C1F)Br)OCC(=O)NOCC(F)(F)F
81340508,CC(CC(=O)NOCC(F)(F)F)COC
81340509,CC1=CC(=C(C=C1Br)C)SCC(=O)NOCC(F)(F)F
81340510,C1=CC(=CC=C1OCCCC(=O)NOCC(F)(F)F)F
81340511,C1=CC2=NC=C(C(=O)N2C=C1)C(=O)NOCC(F)(F)F
81340512,CC1=C(C=NN1)C(=O)NOCC(F)(F)F
81340513,C1=CC2=C(C=C1Cl)SC(=C2Cl)C(=O)NOCC(F)(F)F
81340514,C1=CC(=C(C(=C1)Cl)CC(=O)NOCC(F)(F)F)F
81340515,CCOC(=O)CCC(=O)NOCC(F)(F)F
81340517,C1=CC(=C(C(=C1)Cl)Cl)C(=O)NOCC(F)(F)F
81340518,C1=CSC(=C1)SCC(=O)NOCC(F)(F)F
81340519,COCCSCC(=O)NOCC(F)(F)F
81340520,CC(=O)NCC1=CC=C(C=C1)C(=O)NOCC(F)(F)F
81340521,C1=CC=C(C(=C1)OCC(=O)NOCC(F)(F)F)Cl
81340522,CC(C)CC(C(=O)NOCC(F)(F)F)NS(=O)(=O)C
81340523,C1=CN=CC(=C1C(=O)NOCC(F)(F)F)F
81340524,C1=CC=C(C=C1)C2=C(SC=C2)C(=O)NOCC(F)(F)F
81340575,C1=CC(=CC=C1C(=O)NOCC(F)(F)F)[N+](=O)[O-]
81340576,C1=C(N=CN1CCC(=O)NOCC(F)(F)F)[N+](=O)[O-]
81340577,C1=CC(=C(C=C1Br)Br)OCC(=O)NOCC(F)(F)F
81340578,C1CCOC(C1)CCC(=O)NOCC(F)(F)F
81340579,C1CSCC1C(=O)NOCC(F)(F)F
81340586,C1=CC2=C(C(=C1)Br)OC(=C2)C(=O)NOCC(F)(F)F
81340587,CCOCCC(=O)NOCC(F)(F)F
81340592,CC1=C(OC2=C1C=C(C=C2)Cl)C(=O)NOCC(F)(F)F
81340593,CC1=CC(=C(C=C1)OCC(=O)NOCC(F)(F)F)C
81340594,C1=CC(=C(C=C1F)C(=O)NOCC(F)(F)F)[N+](=O)[O-]
81340595,C1=CC=C(C=C1)C(C(=O)NOCC(F)(F)F)O
81340596,C1=CC(=CC=C1C(=O)NOCC(F)(F)F)SC(F)(F)F
81340597,C1=CC(=CC=C1SCC(=O)NOCC(F)(F)F)Cl
81340598,CCCCSCC(=O)NOCC(F)(F)F
81340599,C(COCC(F)(F)F)C(=O)NOCC(F)(F)F
81340604,CC1=CC=C(O1)/C=C/C(=O)NOCC(F)(F)F
81340605,CC1=C(C(=CC=C1)C)OCC(=O)NOCC(F)(F)F
81340606,C1C(C2=CC=CC=C21)C(=O)NOCC(F)(F)F
81340607,CC(C)CC(=O)NOCC(F)(F)F
81340615,C1=CC=C(C(=C1)C(=O)NOCC(F)(F)F)OC(F)F
81340616,C1=CC(=CC(=C1)Br)/C=C/C(=O)NOCC(F)(F)F
81340617,CC1=CC2=C(C=C1)OC(=C2)C(=O)NOCC(F)(F)F
81340618,CC1=CC(=C(C=C1)F)C(=O)NOCC(F)(F)F
81340619,CCCC1=C(C=C(S1)C(=O)NOCC(F)(F)F)CC
81340620,CC(C(=O)NOCC(F)(F)F)OC1=CC(=CC=C1)Cl
81340621,C1=CC(=CC(=C1)I)C(=O)NOCC(F)(F)F
81340622,C1=CSC(=C1)C(=O)NOCC(F)(F)F
81340623,C1=CC(=CN=C1)/C=C/C(=O)NOCC(F)(F)F
81340624,CN1C=CC(=CC1=O)C(=O)NOCC(F)(F)F
81340625,COC(C1=CC=CC=C1)C(=O)NOCC(F)(F)F
81340626,C1=CSC(=C1Br)C(=O)NOCC(F)(F)F
81340627,C1CC(CN(C1)C(=O)N)C(=O)NOCC(F)(F)F
81340628,C1=CC=C2C(=C1)N=C(S2)CCC(=O)NOCC(F)(F)F
81340629,COC1=C(C=C(C=C1)CC(=O)NOCC(F)(F)F)OC
81340630,C1C(CN(C1=O)CC(F)(F)F)C(=O)NOCC(F)(F)F
81340631,C1=CC(=C(C=C1[N+](=O)[O-])Cl)C(=O)NOCC(F)(F)F
81340632,C1=CC=C(C=C1)C(=O)NCCC(=O)NOCC(F)(F)F
81340633,C1=CN=CC(=C1C(=O)NOCC(F)(F)F)Cl
81340634,CC1=CSC(=O)N1CC(=O)NOCC(F)(F)F
81340679,COC1=CC(=CC(=C1)C(=O)NOCC(F)(F)F)OC
81340680,C1=CC2=NC(=CN2C=C1)CC(=O)NOCC(F)(F)F
81340681,CN(CC(=O)NOCC(F)(F)F)S(=O)(=O)C1=CC=CS1
81340682,C1=CSC=C1C(=O)NOCC(F)(F)F
81340686,C1=CC(=CC(=C1)Cl)C(=O)NOCC(F)(F)F
81340687,C1=CC=C2C(=C1)C(=CN2)CC(=O)NOCC(F)(F)F
81340689,C1=CC=C2C(=C1)C(=CO2)C(=O)NOCC(F)(F)F
81340690,COC1=C(C(=CC=C1)F)C(=O)NOCC(F)(F)F
81340691,C1=CC=C(C(=C1)C(=O)NOCC(F)(F)F)[N+](=O)[O-]
81340692,CC1=CC(=NO1)OCC(=O)NOCC(F)(F)F
81340694,C1=CN(N=C1)C2=CC=C(C=C2)C(=O)NOCC(F)(F)F
81340695,C1C(C2=CC=CC=C2S1)C(=O)NOCC(F)(F)F
81340696,CC1=CC=CC2=NC(=CN12)C(=O)NOCC(F)(F)F
81340697,C1=CC(=C(C=C1Br)F)OCC(=O)NOCC(F)(F)F
81340698,C1=CSC(=C1)CCCC(=O)NOCC(F)(F)F
81340699,CN1CC(CC1=O)C(=O)NOCC(F)(F)F
81340700,CC(=O)N(C)CC(=O)NOCC(F)(F)F
81340708,CS(=O)(=O)C1=CC=CC(=C1)C(=O)NOCC(F)(F)F
81340709,C1=CC(=C(C(=C1)Cl)CC(=O)NOCC(F)(F)F)Cl
81340710,CCC(C1=CC=CC=C1)C(=O)NOCC(F)(F)F
81340711,CCC1=CC(=CC=C1)OCC(=O)NOCC(F)(F)F
81340712,C1=CC(=CN=C1)CC(=O)NOCC(F)(F)F
81340713,C1C(C2=CC=CC=C2O1)C(=O)NOCC(F)(F)F
81340714,CC1=C(OC2=CC=CC=C12)C(=O)NOCC(F)(F)F
81340715,CC1=CC(=CC=C1)/C=C/C(=O)NOCC(F)(F)F
81340716,CC1=C(C=CC(=C1)Br)SCC(=O)NOCC(F)(F)F
81340717,C(CSCC(=O)N)C(=O)NOCC(F)(F)F
81340718,CCCOC1=CC=CC(=C1)C(=O)NOCC(F)(F)F
81340719,C1=CON=C1C(=O)NOCC(F)(F)F
81340720,CC1=C(N=CC=C1)C(=O)NOCC(F)(F)F
81340721,C1=CC=C(C(=C1)C(=O)NOCC(F)(F)F)SCC#N
81340722,CC1=C(C=C(C=C1)C(=O)NOCC(F)(F)F)[N+](=O)[O-]
81340723,CC1=CC(=CC(=C1)OCC(=O)NOCC(F)(F)F)C
81340724,CC(=O)NCCC(=O)NOCC(F)(F)F
81340725,CC(C)C1=CC(=CC=C1)OCC(=O)NOCC(F)(F)F
81340726,C1C2CC3CC1CC(C2)(C3)C(=O)NOCC(F)(F)F
81340727,CC1=CC=C(C=C1)OC(C)C(=O)NOCC(F)(F)F
81340728,C1=CC(=C(C(=C1[N+](=O)[O-])F)C(=O)NOCC(F)(F)F)F
81340729,C1C(=CC2=C(O1)C=CC(=C2)Br)C(=O)NOCC(F)(F)F
81340778,C1=CC=C(C(=C1)/C=C/C(=O)NOCC(F)(F)F)Cl
81340779,C1=COC(=C1)C2=NC(=CS2)C(=O)NOCC(F)(F)F
81340780,CC1=C(C=CO1)C(=O)NOCC(F)(F)F
81340781,CC1=CC(=C(C=C1)OCC(=O)NOCC(F)(F)F)Br
81340783,C1=CC(=C(C=C1F)F)C(=O)NOCC(F)(F)F
81340784,C1=C(C=NC(=C1Cl)Cl)C(=O)NOCC(F)(F)F
81340788,C1=CC(=C(C(=C1)F)Cl)C(=O)NOCC(F)(F)F
81340789,CC1(C(C1(C)C)C(=O)NOCC(F)(F)F)C
81340793,C1C(OC2=C1C=C(C=C2)Cl)C(=O)NOCC(F)(F)F
81340794,COC1=C(C=C(C=C1)[N+](=O)[O-])C(=O)NOCC(F)(F)F
81340795,CC1=CC(=C(C(=O)N1)C(=O)NOCC(F)(F)F)C
81340796,C1=CC(=C(C=C1Cl)/C=C/C(=O)NOCC(F)(F)F)Cl
81340797,CC(C)C(C(=O)NOCC(F)(F)F)NC(=O)C
81340798,CN(CC(=O)NOCC(F)(F)F)C1=NC=C(C=C1)Cl
81340799,C1=C(SN=N1)C(=O)NOCC(F)(F)F
81340804,C1=CC(=C(C=C1Br)Cl)OCC(=O)NOCC(F)(F)F
81340805,C1=CC(=C(C=C1C(=O)NOCC(F)(F)F)F)F
81340806,CC1=CC(=CC=C1)OCCC(=O)NOCC(F)(F)F
81340807,CC12CCC(=O)N1C(CS2)C(=O)NOCC(F)(F)F
81340808,COC1=CC(=C(C=C1)Br)C(=O)NOCC(F)(F)F
81340809,CC1=C(OC(=N1)C)C(=O)NOCC(F)(F)F
81340810,C(CC(F)(F)F)C(=O)NOCC(F)(F)F
81340811,COC1=CC(=CC(=C1Br)OC)C(=O)NOCC(F)(F)F
81340812,C1COC2=C(C=C(C=C2)C(=O)NOCC(F)(F)F)OC1
81340813,C1=CC(=CC(=C1)[N+](=O)[O-])/C=C/C(=O)NOCC(F)(F)F
81340814,C(C(=O)NOCC(F)(F)F)C(F)(F)F
81340815,C1COC2=C(C=CC=C2O1)C(=O)NOCC(F)(F)F
81340816,C1=CC(=C(C=C1F)F)CC(=O)NOCC(F)(F)F
81340817,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)NOCC(F)(F)F
81340818,C1=CC=C(C=C1)C2=CC(=NO2)C(=O)NOCC(F)(F)F
81340819,C1=CC(=C(C=C1Cl)Br)OCC(=O)NOCC(F)(F)F
81340820,C1=CC(=CC=C1[N+](=O)[O-])SCC(=O)NOCC(F)(F)F
81340821,CC1=C(C=CC(=C1)[N+](=O)[O-])C(=O)NOCC(F)(F)F
81340822,C1=CC=C(C=C1)N2N=CC(=N2)C(=O)NOCC(F)(F)F
81340823,C1CC2=C(C1)C=C(C=C2)CC(=O)NOCC(F)(F)F
81340824,CC(C)C1=CC=C(C=C1)C(=O)NOCC(F)(F)F
81340825,C1=C(OC(=C1)Br)C(=O)NOCC(F)(F)F
81340826,C1CC2CC1CC2C(=O)NOCC(F)(F)F
81340827,C1=CC(=NC=C1C(=O)NOCC(F)(F)F)C(F)(F)F
81340877,C1=CC=C(C(=C1)/C=C/C(=O)NOCC(F)(F)F)[N+](=O)[O-]
81340878,C1=C(OC(=C1)C(=O)NOCC(F)(F)F)CSC(F)F
81340879,C1=CC(=CC=C1CNC(=O)N)C(=O)NOCC(F)(F)F
81340880,COC1=CC=CC=C1/C=C/C(=O)NOCC(F)(F)F
81340881,CC1=C(C=C(C=C1)C(=O)NOCC(F)(F)F)C
81340882,C1=CC(=CC=C1C(=O)NOCC(F)(F)F)C(F)(F)F
81340883,C1=CC=C(C=C1)CC(=O)NOCC(F)(F)F
81340885,C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)NOCC(F)(F)F
81340886,CC(C)(C)C(=O)NCC(=O)NOCC(F)(F)F
81340888,CC(C(=O)NOCC(F)(F)F)NC(=O)C1=CC=CS1
81340889,CCOC1=C(C=C(C=C1)C(=O)NOCC(F)(F)F)OC
81340890,C1=CC2=C(C=CC(=C2)C(=O)NOCC(F)(F)F)N=C1
81340891,C1CCCC(CC1)C(=O)NOCC(F)(F)F
81340893,COC1=NC=C(C=C1)C(=O)NOCC(F)(F)F
81340894,C1=CN(N=C1)CC(=O)NOCC(F)(F)F
81340899,C1C(OC2=CC=CC=C2O1)C(=O)NOCC(F)(F)F
81340900,C1CC1(C2=CC=C(C=C2)Br)C(=O)NOCC(F)(F)F
81340901,C1=CC(=C(C(=C1)Cl)Cl)/C=C/C(=O)NOCC(F)(F)F
81340902,CCC1(CCCC1)C(=O)NOCC(F)(F)F
81340903,C1CC(C1)C(=O)NOCC(F)(F)F
81340904,CC1C(OC2=C1C=CC=C2C(=O)NOCC(F)(F)F)C
81340905,C1=CSC=C1C(=O)NCCC(=O)NOCC(F)(F)F
81340906,C1=CC(=O)NC=C1C(=O)NOCC(F)(F)F
81340907,COC1=CC=CC=C1OCC(=O)NOCC(F)(F)F
81340908,C1=CC(=C(C(=C1)Cl)C(=O)NOCC(F)(F)F)Cl
81340909,C1CC2C(C1)C2C(=O)NOCC(F)(F)F
81340910,C1=CC=C(C(=C1)C(=O)NOCC(F)(F)F)Cl
81340911,C/C=C/C(=O)NOCC(F)(F)F
81340912,C1C(SC2=CC=CC=C21)C(=O)NOCC(F)(F)F
81340913,C1COCCN1C(=O)CSCC(=O)NOCC(F)(F)F
81340914,CC(C)OC1=CC=C(C=C1)C(=O)NOCC(F)(F)F
81340915,C1=CC2=C(C=CN2)C=C1C(=O)NOCC(F)(F)F
81340916,C1CC1C(=O)NC2=CC=C(S2)C(=O)NOCC(F)(F)F
81340917,COC1=CC=C(C=C1)SCC(=O)NOCC(F)(F)F
81340918,C1CCC(C1)CC(=O)NOCC(F)(F)F
81340919,C1=CC(=CC(=C1)Cl)/C=C/C(=O)NOCC(F)(F)F
81340920,C1=CC(=CC=C1/C=C/C(=O)NOCC(F)(F)F)C(=O)N
81340966,C1=CC=C(C(=C1)CC(=O)NOCC(F)(F)F)F
81340967,CC1=C(C=C(C=C1)CC(=O)NOCC(F)(F)F)C
81340968,C1=CC(=C(C=C1OCC(=O)NOCC(F)(F)F)Cl)Cl
81340969,C1=CC(=C(C=C1F)F)SCC(=O)NOCC(F)(F)F
81340970,C1=C(C(=CC(=C1F)F)Cl)C(=O)NOCC(F)(F)F
81340971,COC1=CC=CC(=C1)CC(=O)NOCC(F)(F)F
81340972,C1=CC(=C(C=C1Cl)SCC(=O)NOCC(F)(F)F)Cl
81340973,CC1=CC=CC=C1C(=O)NOCC(F)(F)F
81340975,CC(C)(C)C(=O)NCCC(=O)NOCC(F)(F)F
81340976,C1=CC=C(C=C1)N2C=C(C=N2)C(=O)NOCC(F)(F)F
81340977,C1=CC(=C(C=C1Cl)Cl)C(=O)NOCC(F)(F)F
81340978,C1=C(C=C(C=C1Cl)Cl)C(=O)NOCC(F)(F)F
81340982,C1=CC=C(C(=C1)C(=O)NOCC(F)(F)F)C(F)(F)F
81340983,CC1=C(C=C(C=C1)SCCC(=O)NOCC(F)(F)F)C
81340984,C1=C(C=C(C(=C1F)F)F)C(=O)NOCC(F)(F)F
81340985,CC1=C(C=C(C=C1)C(=O)NOCC(F)(F)F)Cl
81340987,CS(=O)(=O)N1CCCCC1C(=O)NOCC(F)(F)F
81340988,C1=CC=C(C=C1)OCCCC(=O)NOCC(F)(F)F
81340989,C1=C(C=C(C=C1F)F)C(=O)NOCC(F)(F)F
81340990,C1CC(N(C1)C2=NC=CC=N2)C(=O)NOCC(F)(F)F
81340991,CCC1CCC2=C(C1)C=C(S2)C(=O)NOCC(F)(F)F
81340992,C1CCC(C1)C(=O)NOCC(F)(F)F
81340993,CC1=CC=C(C=C1)C(=O)NCC(=O)NOCC(F)(F)F
81340994,CC1=NN(C2=C1C=C(S2)C(=O)NOCC(F)(F)F)C
81340995,C1CS(=O)(=O)CC1SCC(=O)NOCC(F)(F)F
81340996,C1=CC=C(C(=C1)OCCC(=O)NOCC(F)(F)F)F
81340997,C1=CC=C(C(=C1)C(=O)NOCC(F)(F)F)I
81340998,C1OC2=C(O1)C=C(C=C2)C(=O)NOCC(F)(F)F
81340999,C1=CC(=CC=C1CC(=O)NOCC(F)(F)F)F
81341000,CC1=C(C(=CC=C1)C(=O)NOCC(F)(F)F)C
81341001,C1=C(C(=O)NC(=C1)C(F)(F)F)C(=O)NOCC(F)(F)F
81341002,CC1=CC(=CC=C1)CSCC(=O)NOCC(F)(F)F
81341003,CC(C(=O)NOCC(F)(F)F)NC(=O)C1=CC=CC=C1
81341004,C1=C(C=C(C=C1[N+](=O)[O-])F)C(=O)NOCC(F)(F)F
81341005,CC1=NOC(=N1)CCC(=O)NOCC(F)(F)F
81341006,C1=CC(=C2C=C(SC2=C1)C(=O)NOCC(F)(F)F)F
81341007,C1=CC(=CC=C1SCCCC(=O)NOCC(F)(F)F)Cl
81341008,C1=C(SC(=C1)Cl)C(=O)NOCC(F)(F)F
81341009,CN1C(=CC=N1)/C=C/C(=O)NOCC(F)(F)F
81341056,C1=CN(N=C1C(F)(F)F)CC(=O)NOCC(F)(F)F
81341057,CC(C(=O)NOCC(F)(F)F)OCC1=CC=CC=C1
81341058,C1CC(=O)N(C1=O)CCC(=O)NOCC(F)(F)F
81341059,CC(=O)N1CCCC(C1)C(=O)NOCC(F)(F)F
81341060,COC1=CC=C(C=C1)OCC(=O)NOCC(F)(F)F
81341061,CC1=CC=C(O1)C(=O)NOCC(F)(F)F
81341065,COC1=CC=CC(=C1OC)C(=O)NOCC(F)(F)F
81341066,CC1=CC=NC2=NC(=NN12)C(=O)NOCC(F)(F)F
81341067,C1CCC2=C(C1)C=C(S2)C(=O)NOCC(F)(F)F
81341068,C1=CC(=C(C=C1Br)C(=O)NOCC(F)(F)F)Cl
81341069,C1=CC(=CC(=C1)F)/C=C/C(=O)NOCC(F)(F)F
81341071,C1CC1(C2=CC=C(C=C2)Cl)C(=O)NOCC(F)(F)F
81341072,CCCCC(=O)NOCC(F)(F)F
81341078,C1OC2=C(O1)C(=CC(=C2)C(=O)NOCC(F)(F)F)Cl
81341079,CC1=C(C=CC(=C1)C(=O)NOCC(F)(F)F)F
81341080,C1=CC(=C2C=CC=NC2=C1)C(=O)NOCC(F)(F)F
81341081,CC1=CC(=NO1)C(=O)NOCC(F)(F)F
81341082,CC(C)C1=CC=C(C=C1)/C=C/C(=O)NOCC(F)(F)F
81341084,CC1=CC(=C(C=C1)OCCC(=O)NOCC(F)(F)F)C
81341085,CCOC1=CC=C(C=C1)/C=C/C(=O)NOCC(F)(F)F
81341086,CC1=CC=C(C=C1)SCCC(=O)NOCC(F)(F)F
81341087,C1=CC(=CC(=C1)F)OCCC(=O)NOCC(F)(F)F
81341088,C1=CC=C2C(=C1)NC(=N2)CCC(=O)NOCC(F)(F)F
81341089,CCC(C(=O)NOCC(F)(F)F)OC1=CC=CC=C1
81341090,C1CC(OC1)C(=O)NOCC(F)(F)F
81341091,C1=CC(=CC(=C1)F)C(=O)NOCC(F)(F)F
81341092,COC1=C(C=C(C=C1)C(=O)NOCC(F)(F)F)[N+](=O)[O-]
81341093,C1=CC=C2C(=C1)C(=NN2)C(=O)NOCC(F)(F)F
81341094,C1=CC(=CC=C1CC(=O)NOCC(F)(F)F)Br
81341095,CC(C)(C)C(=O)NCCCC(=O)NOCC(F)(F)F
81341096,CC1=C(C=NN1C)C(=O)NOCC(F)(F)F
81341097,C1=CC(=C(C(=C1)Cl)/C=C/C(=O)NOCC(F)(F)F)Cl
81341098,CC1=C(SC=C1)/C=C/C(=O)NOCC(F)(F)F
81341099,C1C(=O)N(C(=O)N1)CC(=O)NOCC(F)(F)F
81341100,C1=CC2=C(C(=C1)C(=O)NOCC(F)(F)F)NC=C2
81341101,COC1=CSC(=C1)C(=O)NOCC(F)(F)F
81341102,C1CC(C1)(C2=CC=CC=C2)C(=O)NOCC(F)(F)F
81341103,C1=CSC2=NC=C(C(=O)N21)C(=O)NOCC(F)(F)F
81341104,COC1=CC=C(C=C1)CCC(=O)NOCC(F)(F)F
81341105,CC1=C(C2=CC=CC=C2N1)CC(=O)NOCC(F)(F)F
81341154,CC1=CC=C(C=C1)SCC(=O)NOCC(F)(F)F
81341155,C1=C(SC(=C1)Cl)CSCC(=O)NOCC(F)(F)F
81341156,CCCS(=O)(=O)NC(C)C(=O)NOCC(F)(F)F
81341157,C1C(CNC1=O)C(=O)NOCC(F)(F)F
81341158,C1=CC=C2C(=C1)N=CN2CCC(=O)NOCC(F)(F)F
81341159,CC(C(=O)NOCC(F)(F)F)SC1=CC=C(C=C1)Cl
81341160,COC1=CC(=C(C=C1)C(=O)NOCC(F)(F)F)OC
81341161,CCCCCCCCCC(=O)NOCC(F)(F)F
81341162,C1CCCC2=C(CC1)C=C(S2)C(=O)NOCC(F)(F)F
81341163,CC1=CC(=C(C=C1)C)OCCC(=O)NOCC(F)(F)F
81341164,CCCS(=O)(=O)N1CCCC1C(=O)NOCC(F)(F)F
81341165,C1=CC=C(C=C1)N2C=NC=C2C(=O)NOCC(F)(F)F
81341166,CCS(=O)(=O)NC(CCSC)C(=O)NOCC(F)(F)F
81341167,C1=CC(=NC=C1C(=O)NOCC(F)(F)F)Br
81341168,CC1C(OC2=CC=CC=C2O1)C(=O)NOCC(F)(F)F
81341169,CC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)NOCC(F)(F)F
81341170,CC1=C(C=CC(=N1)C(=O)NOCC(F)(F)F)C#N
81341171,C1=CN(C(=O)N=C1)CC(=O)NOCC(F)(F)F
81341172,C1=CC(=CC=C1CCC(=O)NOCC(F)(F)F)F
81341173,C1=CC(=CC=C1C#N)OCC(=O)NOCC(F)(F)F
81341174,CC1=C(C(=CC=C1)C)OCCC(=O)NOCC(F)(F)F
81341175,C(C(F)(F)F)ONC(=O)C(F)(F)F
81341176,COCCN1C(=O)C=CC(=N1)C(=O)NOCC(F)(F)F
81341177,C1=CC(=CC=C1SCC(=O)NOCC(F)(F)F)Br
81341178,CC1=C(C=CC(=C1)Cl)OC(C)C(=O)NOCC(F)(F)F
81341179,CC(C(=O)NOCC(F)(F)F)OC1=CC=CC=C1
81341180,CC(C)(C(=O)NOCC(F)(F)F)OC1=CC=C(C=C1)Cl
81341181,C1CC2=C(C1)C=C(C=C2)C(=O)NOCC(F)(F)F
81341182,COCC1=CC=C(C=C1)C(=O)NOCC(F)(F)F
81341183,C1=CSC(=C1)C(=O)NCCCC(=O)NOCC(F)(F)F
81341184,CC1(CCCS1)C(=O)NOCC(F)(F)F
