Code,Average IC50,Bioactivity,SMILES,INCHI-KEY
2349421,167000,inactive,ONC(/C=C/c1ccc(CONC(Nc2ccccc2)=O)cc1)=O,KYUNUEOCEYKHCC-ZHACJKMWSA-N
1051986,47,active,ONC(/C=C/c1cccc(-c(cc23)ccc2ncnc3Nc(cc2)cc(Cl)c2OCc2cc(F)ccc2)c1)=O,HRIQVCCRXNQUAH-KPKJPENVSA-N
390672,34,active,ONC(/C=C/c1cccc(C(c2cc(cccc3)c3[n]2S(c2ccccc2)(=O)=O)=O)c1)=O,QCVDWHATVSTEHA-BUHFOSPRSA-N
390739,39,active,ONC(/C=C/c1cccc(C(c2cc(cccc3)c3[nH]2)=O)c1)=O,YONXIFHNDNWCKF-CMDGGOBGSA-N
390790,57,active,ONC(/C=C/c1cccc(C(c2cc(cccc3)c3[o]2)=O)c1)=O,KMVDSQMVUNRCNZ-CMDGGOBGSA-N
2412135,10,active,ONC(/C=C/c1cccc(C(NC(Cc2c[nH]c3c2cccc3)C(Nc(cc2)ccc2Cl)=O)=O)c1)=O,IQONMOHAPASEMF-MDWZMJQESA-N
440511,106,active,ONC(/C=C/c1cccc(NS(c(cc2)ccc2-c2ccccc2)(=O)=O)c1)=O,WJJAKWHZHVFCOT-NTEUORMPSA-N
439971,188,active,ONC(/C=C/c1cccc(NS(c2ccccc2)(=O)=O)c1)=O,IRALHQNUSZRNJB-MDZDMXLPSA-N
1819035,692.4,inactive,ONC(/C=C/c1cccc(OCC(Cc2c[nH]c3c2cccc3)NC(c(cc2)ccc2Br)=O)c1)=O,ADTKPOVEHVDXIW-MDWZMJQESA-N
1732217,379.4,inactive,ONC(/C=C/c1cccc(OCC(Cc2c[nH]c3c2cccc3)NC(c(cc2)ccc2Cl)=O)c1)=O,RIBPIJSYAFHOJA-MDWZMJQESA-N
1732216,447.6,inactive,ONC(/C=C/c1cccc(OCC(Cc2c[nH]c3c2cccc3)NC(c(cc2)ccc2F)=O)c1)=O,NHWBWDUCAOGTLH-MDWZMJQESA-N
1819040,258.9,inactive,ONC(/C=C/c1cccc(OCC(Cc2c[nH]c3c2cccc3)NC(c(ccc(Cl)c2)c2Cl)=O)c1)=O,DRDFISAIVFBSPS-DHZHZOJOSA-N
1819038,81.9,active,ONC(/C=C/c1cccc(OCC(Cc2c[nH]c3c2cccc3)NC(c(cccc2)c2Cl)=O)c1)=O,ZIIYECQKOFZMAN-OUKQBFOZSA-N
1819041,779,inactive,ONC(/C=C/c1cccc(OCC(Cc2c[nH]c3c2cccc3)NC(c2cc(Cl)cc(Cl)c2)=O)c1)=O,FHGGSECHBODOGF-CMDGGOBGSA-N
1819039,357.9,inactive,ONC(/C=C/c1cccc(OCC(Cc2c[nH]c3c2cccc3)NC(c2cccc(Cl)c2)=O)c1)=O,RFJYGKPWQNRDMD-VAWYXSNFSA-N
1732215,430.55,inactive,ONC(/C=C/c1cccc(OCC(Cc2c[nH]c3c2cccc3)NC(c2ccccc2)=O)c1)=O,DUSRHIKETGXVPC-BUHFOSPRSA-N
1747693,510,inactive,ONC(/C=C/c1cccc(S([n](cc2)c3c2cccc3)(=O)=O)c1)=O,IKMBILRCONHQHD-CMDGGOBGSA-N
1747696,480,inactive,ONC(/C=C/c1cccc(S([n](cc2)c3c2ccnc3)(=O)=O)c1)=O,NJVZZEMNCXUOEJ-SNAWJCMRSA-N
1747698,100,active,ONC(/C=C/c1cccc(S([n]2c3ncccc3cc2)(=O)=O)c1)=O,OXPJGPURVBXIAP-VOTSOKGWSA-N
1747694,230,active,ONC(/C=C/c1cccc(S([n]2ncc3c2cccc3)(=O)=O)c1)=O,KVRHSHMQKPRDIV-CMDGGOBGSA-N
1283964,149,active,ONC(/C=C/c1cccc(S(N(CC2)CCN2c(cc2)ccc2Cl)(=O)=O)c1)=O,ATHKHCYLAVTBPK-RUDMXATFSA-N
1283969,68,active,ONC(/C=C/c1cccc(S(N(CC2)CCN2c(cccc2)c2Cl)(=O)=O)c1)=O,AFQVEPXLTDWOBX-CMDGGOBGSA-N
1283968,191,active,ONC(/C=C/c1cccc(S(N(CC2)CCN2c(cccc2)c2F)(=O)=O)c1)=O,PDBOVVKJYVWGQA-CMDGGOBGSA-N
1283966,187,active,ONC(/C=C/c1cccc(S(N(CC2)CCN2c2cccc(Cl)c2)(=O)=O)c1)=O,CWSOCWAMOUJLOD-BQYQJAHWSA-N
1283973,132,active,ONC(/C=C/c1cccc(S(N(CC2)CCN2c2ccccc2)(=O)=O)c1)=O,CBKGZQAVXZQSHA-MDZDMXLPSA-N
1283965,123,active,ONC(/C=C/c1cccc(S(N(CC2)CCN2c2ncccc2)(=O)=O)c1)=O,DLMFHCAVVCMQKD-BQYQJAHWSA-N
1283963,84,active,ONC(/C=C/c1cccc(S(N(CC2)CCN2c2ncccn2)(=O)=O)c1)=O,JRJZPKJIRHUYNP-AATRIKPKSA-N
1747700,600,inactive,ONC(/C=C/c1cccc(S(N2c3ncccc3CC2)(=O)=O)c1)=O,VLQWUKUCJMGJLI-VOTSOKGWSA-N
1283976,269,inactive,ONC(/C=C/c1cccc(S(N2CCN(Cc(cc3)cc4c3OCO4)CC2)(=O)=O)c1)=O,RRVIUFXAEJJDNQ-FNORWQNLSA-N
440510,54,active,ONC(/C=C/c1cccc(S(Nc(cc2)ccc2-c2ccccc2)(=O)=O)c1)=O,DCJZGYJPWDRPEM-NTEUORMPSA-N
1283979,42,active,ONC(/C=C/c1cccc(S(Nc(cc2)ccc2Cl)(=O)=O)c1)=O,LLXLAAHCAZIAKN-RUDMXATFSA-N
1283970,10,active,ONC(/C=C/c1cccc(S(Nc(cc2)ccc2OC(F)F)(=O)=O)c1)=O,VXQMHJZDOMPYKM-RUDMXATFSA-N
1283977,20,active,ONC(/C=C/c1cccc(S(Nc2cc(F)ccc2)(=O)=O)c1)=O,VCSWVYSDADYKCT-BQYQJAHWSA-N
435188,35.68,active,ONC(/C=C/c1cccc(S(Nc2ccccc2)(=O)=O)c1)=O,NCNRHFGMJRPRSK-MDZDMXLPSA-N
440508,34,active,ONC(/C=C/c1cccc(S(NCc2ccccc2)(=O)=O)c1)=O,XGCIWJIZMCRYMA-MDZDMXLPSA-N
1352180,170.9,active,ONC(/C=C/c1cccc2c1cc[n]2S(c1ccccc1)(=O)=O)=O,HQWYZXOINNDBDH-MDZDMXLPSA-N
2729685,680,inactive,ONC(/C=C/c1cnc(-c(cc2)cc3c2OCCO3)[s]1)=O,QHBXDYKKXAEATN-DUXPYHPUSA-N
2722950,890,inactive,ONC(/C=C/c1cnc(-c(cc2)cc3c2OCO3)[s]1)=O,AZRDSIMZWPNJRP-DUXPYHPUSA-N
2721784,550,inactive,ONC(/C=C/c1cnc(-c(cc2)ccc2N2CCOCC2)[s]1)=O,SJVDHEBYODYANO-AATRIKPKSA-N
2729445,940,inactive,ONC(/C=C/c1cnc(-c(ccc(F)c2)c2F)[s]1)=O,WQKLLCDRXAPVMM-DUXPYHPUSA-N
418264,11000,inactive,ONC(/C=C/c1cnc(N(CC2)CCN2S(c(cc2)ccc2-c2ccccc2)(=O)=O)[s]1)=O,JBCWSDDVKFBLTH-DHZHZOJOSA-N
418272,4700,inactive,ONC(/C=C/c1cnc(N(CC2)CCN2S(c(cc2)ccc2F)(=O)=O)[s]1)=O,UVJUPWZVBDPWQJ-ZZXKWVIFSA-N
418262,3200,inactive,ONC(/C=C/c1cnc(N(CC2)CCN2S(c(cc2)ccc2OC(F)(F)F)(=O)=O)[s]1)=O,ZWMWORNLZYJHED-ZZXKWVIFSA-N
418261,50,active,ONC(/C=C/c1cnc(N(CC2)CCN2S(c2cc3ccccc3cc2)(=O)=O)[s]1)=O,SAIBMQAHQLFEON-SOFGYWHQSA-N
418265,15000,inactive,ONC(/C=C/c1cnc(N(CC2)CCN2S(c2ccc(C(F)(F)F)cc2)(=O)=O)[s]1)=O,FCFQGMZCWZKVRG-ZZXKWVIFSA-N
418269,440,inactive,ONC(/C=C/c1cnc(N(CC2)CCN2S(c2ccccc2)(=O)=O)[s]1)=O,VEJVMHWJIHWXRG-VOTSOKGWSA-N
579945,20,active,ONC(/C=C/c1nc(/C=C/C(c2ccccc2)=O)ccc1)=O,JITONGQJSJWWMH-WGDLNXRISA-N
1283981,48,active,ONC(/C=C/c1nc(cccc2)c2[o]1)=O,OVZSMRXHKVRXFD-AATRIKPKSA-N
1283978,22,active,ONC(/C=C/c1nc2ccccc2cc1)=O,BNYRHLWWOYGUBC-BQYQJAHWSA-N
579917,22,active,ONC(/C=C/c1ncc(/C=C/C(c2ccccc2)=O)cc1)=O,GRMFJGXRNIRQAJ-PPZOTWNKSA-N
579884,323,inactive,ONC(/C=C/c1nccc(/C=C/C(c2ccccc2)=O)c1)=O,SWQZZVHYBBDAJV-CDJQDVQCSA-N
1571049,11630,inactive,ONC(c([s]c1ccc2)cc1c2Cl)=O,IHGVZTXLHUWVIA-UHFFFAOYSA-N
1272378,45000,inactive,ONC(C(C(C(C(C(C(C(Nc1cc2ccccc2cc1)=O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,RRWQSJCXNLQODI-UHFFFAOYSA-N
1272363,49000,inactive,ONC(C(C(C(C(C(C(C(Nc1ccccc1)=O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,PVEUUUJZCFCCIZ-UHFFFAOYSA-N
1272374,22000,inactive,ONC(C(C(C(C(C(C(C(Nc1nc(-c2ccccc2)c[s]1)=O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,NRJBJQJGONXISQ-UHFFFAOYSA-N
570655,900,inactive,ONC(C(c(cc1)cc2c1OCC2)c(cc1)cc2c1OCC2)=O,WEOWFSNVPPFUOU-UHFFFAOYSA-N
570757,3500,inactive,ONC(C(c(cc1)ccc1F)c(cc1)ccc1F)=O,HHJNWMNXSDYVHL-UHFFFAOYSA-N
410986,4600,inactive,ONC(C(c1ccccc1)c1ccccc1)=O,OFSBBVCLWMCGNY-UHFFFAOYSA-N
1273262,29000,inactive,ONC(c(cc1)cc2c1OC(CC1)(CCN1C(c1ccccc1)=O)CC2=O)=O,WUPOMRLPCADTBG-UHFFFAOYSA-N
1273261,24000,inactive,ONC(c(cc1)cc2c1OC1(CCN(Cc3ccccc3)CC1)CC2=O)=O,JUBDDXJQFSLACP-UHFFFAOYSA-N
2190955,100,active,ONC(c(cc1)ccc1-c([nH]1)cc2c1ncnc2NCc1ccccc1)=O,FKRZYXOYAFPVNK-UHFFFAOYSA-N
2502051,577.4,inactive,ONC(c(cc1)ccc1-c1c[s]c(N(C(/C2=N\Nc3ncc[s]3)=O)N=C/2c2ccccc2)n1)=O,PCXQMXOZVBOLDT-UHFFFAOYSA-N
318226,210,active,ONC(c(cc1)ccc1NC(c1ccccc1)=O)=O,QXGMQWWJCBVFOF-UHFFFAOYSA-N
237997,133.5,active,ONC(c(cc1)ccc1NC(Cc1ccccc1)=O)=O,VQGKLYBEQDAOSV-UHFFFAOYSA-N
318051,110,active,ONC(c(cc1)ccc1NC(CCc1ccccc1)=O)=O,YZDSBLINHRESBG-UHFFFAOYSA-N
238051,44,active,ONC(c(cc1)ccc1NC(CCCc1ccccc1)=O)=O,VZROKPBSFBHVTL-UHFFFAOYSA-N
317942,250,inactive,ONC(c(cc1)ccc1NC(CCCCc1ccccc1)=O)=O,ZCTKPFZOLLIQQR-UHFFFAOYSA-N
2532657,160,active,ONC(c(cc1)ccc1Nc1c(cc(cc2)Br)c2nc2ccccc12)=O,PESSDQDERPAVNH-UHFFFAOYSA-N
709379,45,active,ONC(c(cc1)cnc1N1C[C@H](CN(Cc2cc3ccccc3cc2)C2)[C@H]2C1)=O,DANQOBBFZRKLFG-OYRHEFFESA-N
301511,42,active,ONC(c(cccc1)c1NC(CCCCCCC(Nc1ccccc1)=O)=O)=O,WRXIPQCKJYKVSR-UHFFFAOYSA-N
395813,226000,inactive,ONC(C(CCCCCC(Nc1ccccc1)=O)Cc1ccccc1)=O,DPPQTBNAWODKHL-UHFFFAOYSA-N
570738,3000,inactive,ONC(C1c(cccc2)c2Oc2c1cccc2)=O,ULUVQBMMAOHWSH-UHFFFAOYSA-N
411626,76130,inactive,ONC(c1c[s]c2c1cccc2)=O,YSJXJNVGRLYEKC-UHFFFAOYSA-N
1439139,37000,inactive,ONC(c1cc(-c2c[n](Cc3ccccc3)nn2)ccc1)=O,NMOSUYKJZIGNFZ-UHFFFAOYSA-N
1439138,23000,inactive,ONC(c1cc(-c2c[n](CCc3ccccc3)nn2)ccc1)=O,HWLOIPFPGVBJBC-UHFFFAOYSA-N
1571054,557,inactive,ONC(c1cc([s]cc2)c2[s]1)=O,FKTUWINIXRABIW-UHFFFAOYSA-N
1560927,6700,inactive,ONC(c1cc(C(NCCc2ccccc2)=O)ccc1)=O,FIHKWEQJEDRIFS-UHFFFAOYSA-N
1571053,1080,inactive,ONC(c1cc(cc[s]2)c2[s]1)=O,UIPPKQMZTYHXOA-UHFFFAOYSA-N
411624,2170,inactive,ONC(c1cc(cccc2)c2[s]1)=O,UGJNLGFANIDLSB-UHFFFAOYSA-N
1571048,9190,inactive,ONC(c1cc2cccc(C(F)(F)F)c2[s]1)=O,QLVIXQXYPBGPPV-UHFFFAOYSA-N
1571047,2910,inactive,ONC(c1cc2cccc(Cl)c2[s]1)=O,MVZZHBWPNLHHGQ-UHFFFAOYSA-N
1051994,8300,inactive,ONC(c1ccc(-c(cc23)ccc2ncnc3Nc(cc2)cc(Cl)c2OCc2cc(F)ccc2)[o]1)=O,ZMYUKKKHJVNBAM-UHFFFAOYSA-N
1051995,430,inactive,ONC(c1ccc(-c(cc23)ccc2ncnc3Nc(cc2)cc(Cl)c2OCc2cc(F)ccc2)[s]1)=O,DNZYOZKYEXTOPJ-UHFFFAOYSA-N
363565,1260,inactive,ONC(c1ccc(-c2ccncc2)[s]1)=O,MDIKAACRDOZAQR-UHFFFAOYSA-N
363540,1130,inactive,ONC(c1ccc(-c2cnccc2)[s]1)=O,VJJJKVTXSSPWSW-UHFFFAOYSA-N
363606,7,active,ONC(c1ccc(-c2n[n](CC(Nc3cccc4cccnc34)=O)cc2)[s]1)=O,DOPXZFGVLJCZEQ-UHFFFAOYSA-N
363545,21,active,ONC(c1ccc(-c2n[n](CC(Nc3ccccc3)=O)cc2)[s]1)=O,CJMGSWOXEGSUKF-UHFFFAOYSA-N
363584,153,active,ONC(c1ccc(-c2n[n](Cc3ccccc3)cc2)[s]1)=O,KCVWPFAOOGQKJL-UHFFFAOYSA-N
363611,100,active,ONC(c1ccc(-c2n[n](CCc3ccccc3)cc2)[s]1)=O,NDUBRKUSUATMPM-UHFFFAOYSA-N
363617,34,active,ONC(c1ccc(-c2n[n](CCCc3ccccc3)cc2)[s]1)=O,MLOGMRTUBVYPGZ-UHFFFAOYSA-N
363646,5,active,ONC(c1ccc(-c2n[n](CCNCc(cc3)cc4c3[nH]cc4)cc2)[s]1)=O,CSXAADUWOFLQGA-UHFFFAOYSA-N
363613,29,active,ONC(c1ccc(-c2n[n](CCNCc(cc3)cc4c3OCO4)cc2)[s]1)=O,CCCCPSHFLXQUBH-UHFFFAOYSA-N
363597,9,active,ONC(c1ccc(-c2n[n](CCNCc(cc3)ccc3-[n]3cncc3)cc2)[s]1)=O,AZUDZSYTIWKGBN-UHFFFAOYSA-N
363555,5,active,ONC(c1ccc(-c2n[n](CCNCc(cc3)ccc3-c3ncccc3)cc2)[s]1)=O,BKDKKBNBZIFBLJ-UHFFFAOYSA-N
363552,33,active,ONC(c1ccc(-c2n[n](CCNCc3ccccc3)cc2)[s]1)=O,VUTWSBOVMFBEDQ-UHFFFAOYSA-N
363651,22,active,ONC(c1ccc(-c2n[n](CCOc3ccccc3)cc2)[s]1)=O,TUIFQPTVXGMWTI-UHFFFAOYSA-N
363652,20,active,ONC(c1ccc(-c2n[n](CCOCc3ccccc3)cc2)[s]1)=O,VDBYBHGAZJKMEL-UHFFFAOYSA-N
363539,243,inactive,ONC(c1ccc(-c2ncccc2)[s]1)=O,ASGPYAWVOHEENA-UHFFFAOYSA-N
2301056,2,active,ONC(c1ccc(/C=C/C(NC(Cc2c[nH]c3c2cccc3)C(Nc(cc2)ccc2Br)=O)=O)cc1)=O,SRUSGFVPPVTIQP-VGOFMYFVSA-N
2301633,5.7,active,ONC(c1ccc(/C=C/C(NC(Cc2c[nH]c3c2cccc3)C(Nc(cc2)ccc2Cl)=O)=O)cc1)=O,JXKIBHDACODLNS-VGOFMYFVSA-N
2300795,2,active,ONC(c1ccc(/C=C/C(NC(Cc2c[nH]c3c2cccc3)C(Nc(cc2)ccc2F)=O)=O)cc1)=O,HXGDHJXOPRRORD-VGOFMYFVSA-N
2297287,29.5,active,ONC(c1ccc(/C=C/C(NC(Cc2c[nH]c3c2cccc3)C(Nc(cc2)ccc2I)=O)=O)cc1)=O,JAEMGHJLPFENAA-VGOFMYFVSA-N
2297226,57.1,active,ONC(c1ccc(/C=C/C(NC(Cc2c[nH]c3c2cccc3)C(Nc(cccc2)c2Cl)=O)=O)cc1)=O,YWIINEFSSFVGQE-SDNWHVSQSA-N
2299326,268.9,inactive,ONC(c1ccc(/C=C/C(NC(Cc2c[nH]c3c2cccc3)C(NC2CC2)=O)=O)cc1)=O,CJBVUJDPRWNIMO-KPKJPENVSA-N
2297554,8.1,active,ONC(c1ccc(/C=C/C(NC(Cc2c[nH]c3c2cccc3)C(Nc2cccc(Cl)c2)=O)=O)cc1)=O,JTIVLMROTBHFKQ-JLHYYAGUSA-N
2300249,249.1,inactive,ONC(c1ccc(/C=C/C(NC(Cc2c[nH]c3c2cccc3)C(NC2CCCC2)=O)=O)cc1)=O,SNMOVCDPEGKMGE-SDNWHVSQSA-N
2298617,59.5,active,ONC(c1ccc(/C=C/C(NC(Cc2c[nH]c3c2cccc3)C(Nc2cccc3ccccc23)=O)=O)cc1)=O,DGBHRORIOASTEY-SAPNQHFASA-N
2300389,7.6,active,ONC(c1ccc(/C=C/C(NC(Cc2c[nH]c3c2cccc3)C(Nc2ccccc2)=O)=O)cc1)=O,QWYSLSWXAYVDKU-NTCAYCPXSA-N
2299716,36.9,active,ONC(c1ccc(/C=C/C(NC(Cc2c[nH]c3c2cccc3)C(Nc2ccncc2)=O)=O)cc1)=O,GALCOXIAPJCPOD-JXMROGBWSA-N
2299405,37.3,active,ONC(c1ccc(/C=C/C(NC(Cc2c[nH]c3c2cccc3)C(NCc2ccccc2)=O)=O)cc1)=O,XVLYAPJJJACAQK-NTCAYCPXSA-N
2299459,21.8,active,ONC(c1ccc(/C=C/C(NC(Cc2c[nH]c3c2cccc3)C(NCCc2ccccc2)=O)=O)cc1)=O,QARWDCOZJYRVQQ-NTCAYCPXSA-N
2298980,1028,inactive,ONC(c1ccc(C[n](c(Cc2ccccc2)c2)nc2-c(cc2)ccc2F)cc1)=O,JOEWBFMDFCFWJV-UHFFFAOYSA-N
2434151,62,active,ONC(c1ccc(C[n]2ncc(Nc(nc3)nc(Nc(cc4)ccc4F)c3Cl)c2)cc1)=O,CNKJPJGMCVHDMW-UHFFFAOYSA-N
2509594,71,active,ONC(c1ccc(CN(c(c(/C2=C3/Nc(cccc4)c4\C/3=N/O)ccc3)c3Cl)C/2=O)cc1)=O,QSEHFJPJEYGBDL-UHFFFAOYSA-N
2511832,39,active,ONC(c1ccc(CN(c(ccc(Br)c2)c2/C2=C3/Nc(cccc4)c4\C/3=N/O)C/2=O)cc1)=O,PSHLUMCHYKQTFJ-UHFFFAOYSA-N
2514374,174,active,ONC(c1ccc(CN(c(ccc(Cl)c2)c2/C2=C3/Nc(cccc4)c4\C/3=N/O)C/2=O)cc1)=O,CBBHPGFCZCWFBW-UHFFFAOYSA-N
2490804,218,active,ONC(c1ccc(CN(c(ccc(F)c2)c2/C2=C3/Nc(cccc4)c4\C/3=N/O)C/2=O)cc1)=O,FQVHBVJJLKJWGG-UHFFFAOYSA-N
2534079,195,active,ONC(c1ccc(CN(c(cccc2)c2/C2=C3/Nc(cccc4)c4\C/3=N/O)C/2=O)cc1)=O,PCUHSWONNREECS-UHFFFAOYSA-N
2570794,2120,inactive,ONC(c1ccc(CN(c2c3cccc2)c(cc(C(F)(F)F)cc2)c2S3=O)cc1)=O,NLSSVOKSELRTJW-UHFFFAOYSA-N
2568442,1000,inactive,ONC(c1ccc(CN(c2c3cccc2)c(cc(cc2)Cl)c2S3=O)cc1)=O,JNLOBRPTWNLUDP-UHFFFAOYSA-N
2380460,2760,inactive,ONC(c1ccc(CN(c2c3cccc2)c(cccc2)c2S3=O)cc1)=O,PXJSYQWAMWAEEN-UHFFFAOYSA-N
2379843,840,inactive,ONC(c1ccc(CN2c(cc(C(F)(F)F)cc3)c3Sc3c2cccc3)cc1)=O,GRKNLMXQUPJNQM-UHFFFAOYSA-N
2568487,30,active,ONC(c1ccc(CN2c(cc(cc3)C(Nc(cc4)ncc4Br)=O)c3Sc3c2cccc3)cc1)=O,IJBHQQMTDZNJTA-UHFFFAOYSA-N
2546212,40,active,ONC(c1ccc(CN2c(cc(cc3)C(Nc4ncccc4)=O)c3Sc3c2cccc3)cc1)=O,XIGDWHNBRJVSHI-UHFFFAOYSA-N
2401381,290,inactive,ONC(c1ccc(CN2c(cc(cc3)Cl)c3Sc3c2cccc3)cc1)=O,MTMFVZNBGMTGHQ-UHFFFAOYSA-N
2345575,14960,inactive,ONC(c1ccc(CN2c(cccc3)c3Sc3c2cccc3)cc1)=O,MKMZJKFJHZVYQT-UHFFFAOYSA-N
2530881,62.8,active,ONC(c1ccc(CNC(c(cc2)ccc2-c2c[s]c(N(C(/C3=N\Nc4ncc[s]4)=O)N=C/3c3ccccc3)n2)=O)cc1)=O,QQRFMJJLLFBVLU-UHFFFAOYSA-N
36434,310,inactive,ONC(C1CCC(CNC(c(cc2)ccc2-c2ccccc2)=O)CC1)=O,HXPGPPGNBZMXGM-UHFFFAOYSA-N
37111,240,inactive,ONC(c1ccc(CNC(c(cc2)ccc2-c2ccccc2)=O)cc1)=O,WCQFXKAJRVGJAQ-UHFFFAOYSA-N
36678,44,active,ONC(c1ccc(CNC(c2cc3ccccc3cc2)=O)cc1)=O,MCSQEIIMKDGXTR-UHFFFAOYSA-N
37194,2000,inactive,ONC(C1CCC(CNC(c2cc3ccccc3cc2)=O)CC1)=O,VXPLJQARFKUEJA-UHFFFAOYSA-N
36679,830,inactive,ONC(c1ccc(CNC(c2cccc3ccccc23)=O)cc1)=O,ZGWVWQGOLVOMQP-UHFFFAOYSA-N
2298405,22,active,ONC(c1ccc(CNC(c2n[nH]c(-c(cc3)ccc3F)c2)=O)cc1)=O,PANMZVOPZWWAGR-UHFFFAOYSA-N
237413,2500,inactive,ONC(c1ccc(CNC(Cc2ccccc2)=O)cc1)=O,YHZMFLZXDBVBJK-UHFFFAOYSA-N
238023,865,inactive,ONC(c1ccc(CNC(CCCc2ccccc2)=O)cc1)=O,FWHDHMRBZJFCKU-UHFFFAOYSA-N
37822,1100,inactive,ONC(C1CCC(CNS(c2cc3ccccc3cc2)(=O)=O)CC1)=O,YXPMRHQXJIFTRX-UHFFFAOYSA-N
2516284,85,active,ONC(c1ccc(COc(cc2)ccc2-c2c[s]c(N(C(/C3=N\Nc4ncc[s]4)=O)N=C/3c3ccccc3)n2)cc1)=O,BLSYFTDQEYJXKP-UHFFFAOYSA-N
1439137,44000,inactive,ONC(c1cccc(-c2c[n](CCc3c[s]cc3)nn2)c1)=O,AIOBOFRJLHUCLQ-UHFFFAOYSA-N
1439136,54000,inactive,ONC(c1cccc(-c2c[n](CSc3ccccc3)nn2)c1)=O,DORPIZJGSLWDIY-UHFFFAOYSA-N
1162246,13,active,ONC(c1cnc(N(C[C@H]23)C[C@@H]2[C@H]3NC(c2cc3ccccc3cc2)=O)nc1)=O,DTDNZGWJQYUFBL-PIIMJCKOSA-N
1162247,40,active,ONC(c1cnc(N(C[C@H]23)C[C@@H]2[C@H]3NC(c2ccc[s]2)=O)nc1)=O,BCJBETSEDZQXPG-IAZYJMLFSA-N
1162305,57,active,ONC(c1cnc(N(C[C@H]23)C[C@@H]2[C@H]3NC(c2ccccc2)=O)nc1)=O,JPXIOPZATRMYDQ-WDNDVIMCSA-N
1162325,18,active,ONC(c1cnc(N(C[C@H]23)C[C@@H]2[C@H]3Nc2nc3ccccc3cc2)nc1)=O,ZHYWBQIDWBAPRN-HALDLXJZSA-N
1162321,14,active,ONC(c1cnc(N(C[C@H]23)C[C@@H]2[C@H]3NCc(cc2)ccc2-c2ccccc2)nc1)=O,NSLJMTPSXPBWPI-AERCQKQUSA-N
1162312,14,active,ONC(c1cnc(N(C[C@H]23)C[C@@H]2[C@H]3NCc(cc2)ccc2Br)nc1)=O,XWGJJLGOONDOPT-FICVDOATSA-N
1162311,13,active,ONC(c1cnc(N(C[C@H]23)C[C@@H]2[C@H]3NCc(cc2)ccc2Cl)nc1)=O,AQIOMPMNFDEIJO-FICVDOATSA-N
1162310,27,active,ONC(c1cnc(N(C[C@H]23)C[C@@H]2[C@H]3NCc(cc2)ccc2F)nc1)=O,XJWSRFRYWHJEHD-FICVDOATSA-N
1162316,15,active,ONC(c1cnc(N(C[C@H]23)C[C@@H]2[C@H]3NCc(cc2)ccc2OC(F)(F)F)nc1)=O,ZTDSCTUGPMPDLH-FICVDOATSA-N
1162320,16,active,ONC(c1cnc(N(C[C@H]23)C[C@@H]2[C@H]3NCc(cc2)ccc2Oc2ccccc2)nc1)=O,YMLSAIDCGOYCCA-AERCQKQUSA-N
1162319,16,active,ONC(c1cnc(N(C[C@H]23)C[C@@H]2[C@H]3NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)nc1)=O,KNZZWUFKPMPPNK-FICVDOATSA-N
1162314,16,active,ONC(c1cnc(N(C[C@H]23)C[C@@H]2[C@H]3NCc2cc(F)cc(F)c2)nc1)=O,ULIOZFPEJTVCBT-FICVDOATSA-N
1162306,12.4,active,ONC(c1cnc(N(C[C@H]23)C[C@@H]2[C@H]3NCc2cc3ccccc3cc2)nc1)=O,RUVXTVKADDBLBK-BWTSREIZSA-N
1162313,34,active,ONC(c1cnc(N(C[C@H]23)C[C@@H]2[C@H]3NCc2ccc(C(F)(F)F)cc2)nc1)=O,KXITVFSKNLLBGT-FICVDOATSA-N
1162323,8,active,ONC(c1cnc(N(C[C@H]23)C[C@@H]2[C@H]3NCc2ccc(cc(cc3)F)c3n2)nc1)=O,QRGHOAATPOLDPF-VQFNDLOPSA-N
1162309,44,active,ONC(c1cnc(N(C[C@H]23)C[C@@H]2[C@H]3NCC2CCCCC2)nc1)=O,SYKXAFABQPXBGT-FICVDOATSA-N
1162307,10,active,ONC(c1cnc(N(C[C@H]23)C[C@@H]2[C@H]3NCc2ccccc2)nc1)=O,QRASJFWGSXNPPD-FICVDOATSA-N
1162322,9,active,ONC(c1cnc(N(C[C@H]23)C[C@@H]2[C@H]3NCc2nc3ccccc3cc2)nc1)=O,VUHMGFRTADPQOA-VQFNDLOPSA-N
1162308,34,active,ONC(c1cnc(N(C[C@H]23)C[C@@H]2[C@H]3NCCc2ccccc2)nc1)=O,SBMFEPZMNRUOLF-ZSHCYNCHSA-N
1162244,6.5,active,ONC(c1cnc(N(C[C@H]23)C[C@@H]2[C@H]3NS(c2cc3ccccc3cc2)(=O)=O)nc1)=O,CCNVIJIUJHRGEQ-PIIMJCKOSA-N
1162245,27,active,ONC(c1cnc(N(C[C@H]23)C[C@@H]2[C@H]3NS(c2ccc[s]2)(=O)=O)nc1)=O,LNVJSKBRJGXMLU-IAZYJMLFSA-N
710602,123,active,ONC(c1cnc(N(C2)C[C@@H](C3)[C@H]2CN3S(c(cc2)ccc2OC(F)(F)F)(=O)=O)nc1)=O,OVJSAGNNBNYVFN-BETUJISGSA-N
