Code,Average IC50,Bioactivity,SMILES,INCHI-KEY
2282169,19000,inactive,Cc1c(ccc(N(C)c2ccnc(Nc(cc3)ccc3C(NCCCC(Nc(cccc3)c3N)=O)=O)n2)c2)c2n[n]1C,WMSKVTCFKWVFNS-UHFFFAOYSA-N
2282089,19800,inactive,Cc1c(ccc(N(C)c2ccnc(Nc(cc3)ccc3C(NCCCC(NO)=O)=O)n2)c2)c2n[n]1C,ZXMKXHZSNYMAOW-UHFFFAOYSA-N
2282712,15100,inactive,Cc1c(ccc(N(C)c2ccnc(Nc(cc3)ccc3C(NCCCCC(Nc(cccc3)c3N)=O)=O)n2)c2)c2n[n]1C,HNOLANVMNFCGEV-UHFFFAOYSA-N
2293760,680,inactive,Cc1c(ccc(N(C)c2ccnc(Nc(cc3)ccc3C(NCCCCC(NO)=O)=O)n2)c2)c2n[n]1C,HYKCIISFKLUWDJ-UHFFFAOYSA-N
2294378,3000,inactive,Cc1c(ccc(N(C)c2ccnc(Nc(cc3)ccc3C(NCCCCCC(Nc(cccc3)c3N)=O)=O)n2)c2)c2n[n]1C,PLTDVHOVWUHVKI-UHFFFAOYSA-N
2295243,17,active,Cc1c(ccc(N(C)c2ccnc(Nc(cc3)ccc3C(NCCCCCC(NO)=O)=O)n2)c2)c2n[n]1C,HOPNPVAERWNDPG-UHFFFAOYSA-N
2294896,5000,inactive,Cc1c(ccc(N(C)c2ccnc(Nc(cc3)ccc3C(NCCCCCCC(Nc(cccc3)c3N)=O)=O)n2)c2)c2n[n]1C,FXXDYPLORPKOOX-UHFFFAOYSA-N
2290268,3.3,active,Cc1c(ccc(N(C)c2ccnc(Nc(cc3)ccc3C(NCCCCCCC(NO)=O)=O)n2)c2)c2n[n]1C,PSNSRJNHZPJVJH-UHFFFAOYSA-N
2289927,8700,inactive,Cc1c(ccc(N(C)c2ccnc(Nc(cc3)ccc3C(NCCCCCCCC(Nc(cccc3)c3N)=O)=O)n2)c2)c2n[n]1C,IATHFICEGBTXSK-UHFFFAOYSA-N
2290825,25,active,Cc1c(ccc(N(C)c2ccnc(Nc(cc3)ccc3C(NCCCCCCCC(NO)=O)=O)n2)c2)c2n[n]1C,CVYXQXVIIDFGOL-UHFFFAOYSA-N
2282233,11300,inactive,Cc1c(ccc(N(C)c2ccnc(Nc(cc3)ccc3C(NO)=O)n2)c2)c2n[n]1C,ULZCNNWZAMMOHC-UHFFFAOYSA-N
2287394,820,inactive,Cc1c(ccc(N(C)c2ccnc(Nc3cc(C(NCCCCCC(NO)=O)=O)c(C)cc3)n2)c2)c2n[n]1C,WLSSSFXLGHNNBZ-UHFFFAOYSA-N
2294955,1400,inactive,Cc1c(ccc(N(C)c2ccnc(Nc3ccc(/C=C/C(NO)=O)cc3)n2)c2)c2n[n]1C,UEXVHDJCCOHWFE-IZZDOVSWSA-N
2294437,3000,inactive,Cc1c(ccc(N(C)c2ccnc(Nc3cccc(/C=C/C(NO)=O)c3)n2)c2)c2n[n]1C,LGAVRWLOWNBZGC-JXMROGBWSA-N
2289988,21300,inactive,Cc1c(ccc(N(C)c2ccnc(Nc3cccc(C(Nc(cccc4)c4N)=O)c3)n2)c2)c2n[n]1C,YTEUGVIVDBPVHL-UHFFFAOYSA-N
2285918,180,active,Cc1c(ccc(N(C)c2ccnc(Nc3cccc(C(NCCCCCC(NO)=O)=O)c3)n2)c2)c2n[n]1C,OLSBAGRGPWJSLJ-UHFFFAOYSA-N
1788986,47.4,active,Cc1c(CCN(C)S(c2ccc(/C=C/C(NO)=O)cc2)(=O)=O)c(cccc2)c2[nH]1,XSHIXQXVIRWOBE-FMIVXFBMSA-N
499179,9.368,active,Cc1c(CCNCc2ccc(/C=C/C(NO)=O)cc2)c(cccc2)c2[nH]1,FPOHNWQLNRZRFC-ZHACJKMWSA-N
1788993,7.5,active,Cc1c(CCNCc2ccc(/C=C/CNO)cc2)c(cccc2)c2[nH]1.Cl,LVYDAFFUSNKLSM-FXRZFVDSSA-N
1788992,771.8,inactive,Cc1c(CCNS(c(cc2)ccc2C(NO)=O)(=O)=O)c(cccc2)c2[nH]1,KRYVIMZIINKURS-UHFFFAOYSA-N
1788984,7.9,active,Cc1c(CCNS(c2cc(/C=C/C(NO)=O)ccc2)(=O)=O)c(cccc2)c2[nH]1,PDNOQCXGBAEPEF-MDZDMXLPSA-N
1788981,3.3,active,Cc1c(CCNS(c2ccc(/C=C/C(NO)=O)cc2)(=O)=O)c(cccc2)c2[n]1C,HBBFWMSCYPNIJW-FMIVXFBMSA-N
1788982,2.8,active,Cc1c(CCNS(c2ccc(/C=C/C(NO)=O)cc2)(=O)=O)c(cccc2)c2[nH]1,JMDMVJXTEMLGRO-DHZHZOJOSA-N
415845,2970,inactive,Cc1c(CN(CCC=C2CCC(NO)=O)C2=O)cccc1,SVAGJGYWVRJTDF-UHFFFAOYSA-N
2333864,3060,inactive,Cc1c2[nH]c(cccc3)c3c2cc(C(N(C)Cc(cc2)ccc2C(NO)=O)=O)n1,YSJJTXLHAXNFHX-UHFFFAOYSA-N
2055743,5370,inactive,Cc1c2[nH]c(cccc3)c3c2cc(C(NCC(NO)=O)=O)n1,SZUOJRYQGJPJCR-UHFFFAOYSA-N
2055744,2450,inactive,Cc1c2[nH]c(cccc3)c3c2cc(C(NCCC(NO)=O)=O)n1,XAVIMIFHQCVTMV-UHFFFAOYSA-N
2055745,1210,inactive,Cc1c2[nH]c(cccc3)c3c2cc(C(NCCCC(NO)=O)=O)n1,CEOCISGEFDKIGI-UHFFFAOYSA-N
2055746,1260,inactive,Cc1c2[nH]c(cccc3)c3c2cc(C(NCCCCC(NO)=O)=O)n1,FQKQZHDFSMIVFP-UHFFFAOYSA-N
2055747,1430,inactive,Cc1c2[nH]c(cccc3)c3c2cc(C(NCCCCCC(NO)=O)=O)n1,ABJIXUOGNZEBQW-UHFFFAOYSA-N
2301478,8,active,Cc1cc(-c(cc2)cc3c2OCO3)n[n]1Cc(cc1)ccc1C(NO)=O,BROIJWGKVDSFGU-UHFFFAOYSA-N
2297662,40,active,Cc1cc(-c(cc2)ccc2F)n[n]1Cc(cc1)ccc1C(NO)=O,GPIZQXBFYQDCHM-UHFFFAOYSA-N
2301739,13,active,Cc1cc(-c2ccc(C)cc2)n[n]1Cc(cc1)ccc1C(NO)=O,ZWIDESREADJNST-UHFFFAOYSA-N
1571045,1760,inactive,Cc1cc([s]c(C(NO)=O)c2)c2cc1,OJFMLQQAPQSWMP-UHFFFAOYSA-N
1571052,989,inactive,Cc1cc([s]c(C(NO)=O)c2)c2cc1O,CFBYXRJSPSMTKX-UHFFFAOYSA-N
1571051,1350,inactive,Cc1cc([s]c(C(NO)=O)c2)c2cc1OC,WRLSRVMAOIUZCS-UHFFFAOYSA-N
2102058,100,active,Cc1cc(c(F)c(cc2)Nc(c3c4)ncnc3cc(OCCCCC(NO)=O)c4OC)c2[nH]1,OJKXLGNUFGXHIF-UHFFFAOYSA-N
2457794,1175,inactive,Cc1cc(C(N(CC(NCc2ccccc2)=O)Cc(cc2)ccc2C(Nc(cc(cc2)-c3ccccc3)c2N)=O)=O)cc(C)c1,WAFVXFIYLRQEBZ-UHFFFAOYSA-N
2412251,950,inactive,Cc1cc(C(N(CC(NCc2ccccc2)=O)Cc(cc2)ccc2C(Nc(cc(cc2)F)c2N)=O)=O)cc(C)c1,CCSXAKMPEDGUEQ-UHFFFAOYSA-N
2366626,495,inactive,Cc1cc(C(N(CC(NCc2ccccc2)=O)Cc(cc2)ccc2C(Nc(cccc2)c2N)=O)=O)cc(C)c1,BVURCUFCTGOBSB-UHFFFAOYSA-N
2434760,950,inactive,Cc1cc(C(N(CCCCCC(Nc(cc(cc2)-c3ccccc3)c2N)=O)CC(NCc2ccccc2)=O)=O)cc(C)c1,ZZDRCLUTJPDPHV-UHFFFAOYSA-N
2363259,17450,inactive,Cc1cc(C(N(CCCCCC(Nc(cccc2)c2N)=O)CC(NC2CCCCC2)=O)=O)cc(C)c1,NUUAPTZQDCCEPP-UHFFFAOYSA-N
2381256,4170,inactive,Cc1cc(C(N(CCCCCC(Nc(cccc2)c2N)=O)CC(NCc(cc2)ccc2OC)=O)=O)cc(C)c1,RGNQNFZOMAIYEK-UHFFFAOYSA-N
2373076,6320,inactive,Cc1cc(C(N(CCCCCC(Nc(cccc2)c2N)=O)CC(NCc2ccccc2)=O)=O)cc(C)c1,USDBLESFYQSNAR-UHFFFAOYSA-N
2213523,291000,inactive,Cc1cc(C(N2)=Nc3cc(OC)cc(OC)c3C2=O)cc(C)c1O,JKOMAPNLTUJAPI-UHFFFAOYSA-N
2236072,291,inactive,Cc1cc(C(N2)=Nc3cc(OC)cc(OC)c3C2=O)cc(C)c1OCCCCCC(NO)=O,OYAYNSPDVOHKIP-UHFFFAOYSA-N
2341793,995,inactive,Cc1cc(C(NOCc2ccc(/C=C/C(NO)=O)cc2)=O)cc(C)c1,VGPPKRFDCSZGRO-BQYQJAHWSA-N
2479689,3800,inactive,Cc1cc(C(NOCCCCC(NO)=O)=O)cc(C)c1,IOASXSSMHGWLRP-UHFFFAOYSA-N
1511212,463,inactive,Cc1cc(C(NOCCCCCC(NO)=O)=O)cc(C)c1,VRYZCEONIWEUAV-UHFFFAOYSA-N
2351772,3160,inactive,Cc1cc(CNC(CN(CCCCCC(Nc(cccc2)c2N)=O)C(c2cc(C)cc(C)c2)=O)=O)cc(C)c1,YEJPAUXCGZXHNF-UHFFFAOYSA-N
2519504,291,inactive,Cc1cc(COc(cc2)ccc2C(N2)=Nc3cc(OC)cc(OC)c3C2=O)cc(C)c1/C=C/C(NO)=O,DDBFOZZYQXMURE-MDZDMXLPSA-N
620000,141,active,Cc1cc(NC(CCCCC(NO)=O)=O)c(C)cc1,KDJKXTVCMCRERB-UHFFFAOYSA-N
620003,35,active,Cc1cc(NC(CCCCC(NO)=O)=O)cc(C)c1,PUNQWCKAEICRST-UHFFFAOYSA-N
2397314,1330,inactive,Cc1cc(NC(NOCc2ccc(/C=C/C(NO)=O)cc2)=O)cc(C)c1,RJLPOQHLZYYJSS-BQYQJAHWSA-N
1510838,4955,inactive,Cc1cc(NC(NOCCCCCC(NO)=O)=O)cc(C)c1,XNOOCDIKLNJTAY-UHFFFAOYSA-N
1249637,124,active,Cc1cc(S(N2CCC(CCCC(NO)=O)CC2)(=O)=O)cc2ccccc12,VXFNAKBFDIXUIE-UHFFFAOYSA-N
2344874,10720,inactive,Cc1cc(SCc(cc2)ccc2C(Nc(cccc2)c2N)=O)cc(C)c1,CEJGRXNVIYUAOO-UHFFFAOYSA-N
592374,1,active,Cc1ccc(/C=C/C(CO)N(CC2)CCN2c(nc2)ncc2C(NO)=O)cc1,QWRAOGOVSCMHRF-VOTSOKGWSA-N
2419084,260,inactive,Cc1ccc(C/C(\C(NCCSSCCNC(/C(\Cc2ccc(C)cc2)=N/O)=O)=O)=N\O)cc1,OTFFFLSPFRJVRB-UHFFFAOYSA-N
2346188,7650,inactive,Cc1ccc(C/C(\C(NCCSSCCNC(/C(\Cc2ccc(C)cc2)=N/OC)=O)=O)=N\OC)cc1,QDQGEQUJVFWAPM-UHFFFAOYSA-N
1571046,458,inactive,Cc1ccc(cc(C(NO)=O)[s]2)c2c1F,LYHGOWJNBJFFDC-UHFFFAOYSA-N
415848,2100,inactive,Cc1ccc(CN(CCC=C2CCC(NO)=O)C2=O)cc1,OSTDCZXMKYHBAO-UHFFFAOYSA-N
2357814,4525,inactive,Cc1ccc(CNC(CN(CCCCCC(Nc(cccc2)c2N)=O)C(c2cc(C)cc(C)c2)=O)=O)cc1,TUQZMESLDYEUSM-UHFFFAOYSA-N
329710,55830,inactive,Cc1ccc(CNCCCCNC(CCCCC(NO)=O)=O)cc1,AXICHWHVLCIHOM-UHFFFAOYSA-N
329918,46800,inactive,Cc1ccc(CNCCCCNC(CCCCCCC(NO)=O)=O)cc1.OC(C(F)(F)F)=O,LYSGQJXVHOTCNW-UHFFFAOYSA-N
507194,31.9,active,Cc1cccc(-c2c[n](CCCCCC(NO)=O)nn2)c1,SJUZAYKJIQGZTI-UHFFFAOYSA-N
2720266,810,inactive,Cc1cccc(-c2ncc(/C=C/C(Nc(cccc3)c3N)=O)[s]2)c1,NOBKNKPBZDHMPN-MDZDMXLPSA-N
1511208,1350,inactive,Cc1cccc(C(NOCCCCCC(NO)=O)=O)c1,BAKKPDUWEXRTIN-UHFFFAOYSA-N
620001,615,inactive,Cc1cccc(C)c1NC(CCCCC(NO)=O)=O,XTVDLARVBFOJBV-UHFFFAOYSA-N
2154580,1000,inactive,Cc1cccc(Cl)c1NC(c1cnc(Nc2nc(C)nc(N3CCN(CC(NO)=O)CC3)c2)[s]1)=O,XBSRSOMLIPRLGT-UHFFFAOYSA-N
2157226,1000,inactive,Cc1cccc(Cl)c1NC(c1cnc(Nc2nc(C)nc(N3CCN(CCC(NO)=O)CC3)c2)[s]1)=O,CPVQCNWGDCIQEW-UHFFFAOYSA-N
2174121,1000,inactive,Cc1cccc(Cl)c1NC(c1cnc(Nc2nc(C)nc(N3CCN(CCCC(NO)=O)CC3)c2)[s]1)=O,CSKVSJGFZCDLPZ-UHFFFAOYSA-N
2116995,100,active,Cc1cccc(Cl)c1NC(c1cnc(Nc2nc(C)nc(N3CCN(CCCCC(NO)=O)CC3)c2)[s]1)=O,VVVNGZRRKGBVHW-UHFFFAOYSA-N
2113710,100,active,Cc1cccc(Cl)c1NC(c1cnc(Nc2nc(C)nc(N3CCN(CCCCCCC(NO)=O)CC3)c2)[s]1)=O,VVOZEBRBZHBKDL-UHFFFAOYSA-N
415846,1900,inactive,Cc1cccc(CN(CCC=C2CCC(NO)=O)C2=O)c1,VKQWEPPEDUGKKH-UHFFFAOYSA-N
1732199,673.69,inactive,Cc1cccc(Nc(cccc2)c2C(NC(Cc2c[nH]c3c2cccc3)COc2ccc(/C=C/C(NO)=O)cc2)=O)c1C,NNZCIIOOQMABLU-KNTRCKAVSA-N
619901,30,active,Cc1cccc(NC(CCCCC(NO)=O)=O)c1,QJSROQKJUVLPRM-UHFFFAOYSA-N
619906,206,active,Cc1cccc(NC(CCCCC(NO)=O)=O)c1C,HJWQHKXMRMRFNE-UHFFFAOYSA-N
1510837,6505,inactive,Cc1cccc(NC(NOCCCCCC(NO)=O)=O)c1,AOWSYDGEAROOMN-UHFFFAOYSA-N
2472607,21,active,CC1N(C=C(C(NCc2c[n](CCCCCC(NO)=O)nn2)=O)C(c2cc(F)c3N4CCN(C)CC4)=O)c2c3OC1,BADKMOAGUQVARR-UHFFFAOYSA-N
2485705,21,active,CC1N(C=C(C(NCc2c[n](CCCCCCC(NO)=O)nn2)=O)C(c2cc(F)c3N4CCN(C)CC4)=O)c2c3OC1,GPJRXPAGXOISLS-UHFFFAOYSA-N
2480960,21,active,CC1N(C=C(C(NCc2c[n](CCCCCCCC(NO)=O)nn2)=O)C(c2cc(F)c3N4CCN(C)CC4)=O)c2c3OC1,OQWYUSYVASSTHM-UHFFFAOYSA-N
2481821,21,active,CC1N(C=C(C(OCc2c[n](CCCCCC(NO)=O)nn2)=O)C(c2cc(F)c3N4CCN(C)CC4)=O)c2c3OC1,FSMZRUMFZQTTIO-UHFFFAOYSA-N
2479621,21,active,CC1N(C=C(C(OCc2c[n](CCCCCCC(NO)=O)nn2)=O)C(c2cc(F)c3N4CCN(C)CC4)=O)c2c3OC1,ZJSJZYZFLWCJCG-UHFFFAOYSA-N
2475264,21,active,CC1N(C=C(C(OCc2c[n](CCCCCCCC(NO)=O)nn2)=O)C(c2cc(F)c3N4CCN(C)CC4)=O)c2c3OC1,HKWOLWSSADGSIF-UHFFFAOYSA-N
2297986,16,active,Cc1n[n](Cc(cc2)ccc2C(NO)=O)c(-c(cc2)cc3c2OCO3)c1,UHPVVZUVOPNTDE-UHFFFAOYSA-N
2297721,1439,inactive,Cc1n[n](Cc(cc2)ccc2C(NO)=O)c(-c(cc2)ccc2F)c1,QOKNQGZUAGLUCJ-UHFFFAOYSA-N
2300782,22,active,Cc1n[n](Cc(cc2)ccc2C(NO)=O)c(-c2ccc(C)cc2)c1,JSNKRNRGCDDSLD-UHFFFAOYSA-N
2061170,715,inactive,Cc1n[nH]c(C(NCCCCCCS)=O)c1,TZHCBAGBHYAWRF-UHFFFAOYSA-N
2497034,291,inactive,Cc1n[o]c(C)c1-c(cc1)cc2c1[n](CCCCCC(NO)=O)cc2Cc(cc1)ccc1F,RJHWBWWGFQOMQF-UHFFFAOYSA-N
2488085,291,inactive,Cc1n[o]c(C)c1-c(cc1)cc2c1[n](CCCCCC(NO)=O)cc2Cc1c(C)cccc1,HUFSRERUNCEXLP-UHFFFAOYSA-N
2491800,291,inactive,Cc1n[o]c(C)c1-c(cc1)cc2c1[n](CCCCCC(NO)=O)cc2Cc1cc(C)ccc1,RZYYRNCRJHLOOR-UHFFFAOYSA-N
2508150,291,inactive,Cc1n[o]c(C)c1-c(cc1)cc2c1[n](CCCCCC(NO)=O)cc2Cc1ccc(C)cc1,BBFATXYSJHNDSL-UHFFFAOYSA-N
2525174,291,inactive,Cc1n[o]c(C)c1-c(cc1)cc2c1[n](CCCCCC(NO)=O)cc2Cc1cccc(C(F)(F)F)c1,SMIZIRYSABRXPT-UHFFFAOYSA-N
2520676,291,inactive,Cc1n[o]c(C)c1-c(cc1)cc2c1[n](CCCCCC(NO)=O)cc2Cc1ccccc1,CWHULZFQVGKDDU-UHFFFAOYSA-N
2488613,291,inactive,Cc1n[o]c(C)c1-c(cc1)cc2c1[n](CCCCCC(NO)=O)cc2CCc(cc1)ccc1F,YEDCLHGFPJLRAZ-UHFFFAOYSA-N
2498801,291,inactive,Cc1n[o]c(C)c1-c(cc1)cc2c1[n](CCCCCC(NO)=O)cc2CCc1ccccc1,ABQJENAVNYJTRG-UHFFFAOYSA-N
2518227,291,inactive,Cc1n[o]c(C)c1-c(cc1)cc2c1[n](CCCCCCC(NO)=O)cc2Cc1c(C)cccc1,KGCIJJJGHXASJS-UHFFFAOYSA-N
2499384,291,inactive,Cc1n[o]c(C)c1-c(cc1)cc2c1[n](CCCCCCC(NO)=O)cc2Cc1cc(C)ccc1,KPYXYHJFASGCDD-UHFFFAOYSA-N
2488949,291,inactive,Cc1n[o]c(C)c1-c(cc1)cc2c1[n](CCCCCCC(NO)=O)cc2Cc1ccc(C)cc1,KUHMFDUAPFQWCB-UHFFFAOYSA-N
2516268,291,inactive,Cc1n[o]c(C)c1-c(cc1)cc2c1[n](CCCCCCC(NO)=O)cc2Cc1ccccc1,WYSUCURDJHIDTK-UHFFFAOYSA-N
2525539,291,inactive,Cc1n[o]c(C)c1-c(cc1)cc2c1[n](CCCCCCC(NO)=O)cc2CCc(cc1)ccc1F,FUEVMWAEXLKAEB-UHFFFAOYSA-N
2509100,291,inactive,Cc1n[o]c(C)c1-c(cc1)cc2c1[n](CCCCCCC(NO)=O)cc2CCc1ccccc1,QQVATUGPLDQVGU-UHFFFAOYSA-N
2500192,291,inactive,Cc1n[o]c(C)c1-c1cc(c(C(c(c(F)ccc2)c2Cl)OC)c[nH]2)c2nc1,XCTQRWHKMNPRRL-UHFFFAOYSA-N
1573109,340,inactive,CC1N=C(c2ccccc2)c(cc(cc2)C#CCCCC(NO)=O)c2NC1=O,ZEZRNDUSXIQAAE-UHFFFAOYSA-N
235355,38,active,Cc1nc(cccc2)c2[n]1CCNCc1ccc(/C=C/C(NO)=O)cc1,ILDVDKBLPNWYHI-ZHACJKMWSA-N
1165381,55,active,CCC(/C=C/c1ccccc1)[n]1nnc(/C=C/C(NO)=O)c1,BHWOWYKZEUPNFX-GFULKKFKSA-N
1563677,155.4,active,CCC(C(C=C1N2Cc3c(CC)c4cc(OCc5c[n](CCCCC(NO)=O)nn5)ccc4nc13)=C(CO1)C2=O)(C1=O)O,KPNSLEXTFXUFST-UHFFFAOYSA-N
1563678,120.7,active,CCC(C(C=C1N2Cc3c(CC)c4cc(OCc5c[n](CCCCCC(NO)=O)nn5)ccc4nc13)=C(CO1)C2=O)(C1=O)O,DOASHSIQTDJOIL-UHFFFAOYSA-N
1563679,64.65,active,CCC(C(C=C1N2Cc3c(CC)c4cc(OCc5c[n](CCCCCCC(NO)=O)nn5)ccc4nc13)=C(CO1)C2=O)(C1=O)O,SZVAVGPGKWOHGK-UHFFFAOYSA-N
1563680,212.3,active,CCC(C(C=C1N2Cc3c(CC)c4cc(OCc5c[n](CCCCCCCC(NO)=O)nn5)ccc4nc13)=C(CO1)C2=O)(C1=O)O,FGSUPLOLVHHRHH-UHFFFAOYSA-N
1563681,144.5,active,CCC(C(C=C1N2Cc3cc4cc(OCc5c[n](CCCCC(NO)=O)nn5)ccc4nc13)=C(CO1)C2=O)(C1=O)O,CBEWPDGJGLHJCA-UHFFFAOYSA-N
1563682,112.2,active,CCC(C(C=C1N2Cc3cc4cc(OCc5c[n](CCCCCC(NO)=O)nn5)ccc4nc13)=C(CO1)C2=O)(C1=O)O,NFQRFGGQTGEMNO-UHFFFAOYSA-N
1563683,56.2,active,CCC(C(C=C1N2Cc3cc4cc(OCc5c[n](CCCCCCC(NO)=O)nn5)ccc4nc13)=C(CO1)C2=O)(C1=O)O,HNRWFFAFRXKVJM-UHFFFAOYSA-N
318003,54,active,CCC(C(Nc(cc1)ccc1C(NO)=O)=O)c1ccccc1,SPLALNOEMVSHPJ-UHFFFAOYSA-N
1512420,2.2,active,CCC(C)[C@@H]([C@@H](CC(O[C@H](CC(N[C@H]1C)=O)/C=C/CCSSC[C@@H]2NC1=O)=O)O)NC2=O,MJHZJODQLYCXHE-ARCMGCOTSA-N
1346013,4,active,CCC(C)C(c1nc(cccc2)c2[o]1)[n]1nnc(/C=C/C(NO)=O)c1,RKIGDIKEZJLIFA-CMDGGOBGSA-N
440227,96,active,CCC(c1nc(cccc2)c2[n]1CC)c1ccc(/C=C/C(NO)=O)cc1,WZOTYEMFEIKMDJ-SDNWHVSQSA-N
1732196,130.3,active,CCC(CC)C(NC(Cc1c[nH]c2c1cccc2)COc1ccc(/C=C/C(NO)=O)cc1)=O,BOQHGUAWIXYBME-SDNWHVSQSA-N
619905,26,active,CCc(cc1)ccc1NC(CCCCC(NO)=O)=O,OHFSXIKHOCGMKB-UHFFFAOYSA-N
2327668,14000,inactive,CCC(CCCC(Nc1ccccc1)=O)CCC(NO)=O,SAZYUSNRLANPTC-UHFFFAOYSA-N
619903,215,active,CCc(cccc1)c1NC(CCCCC(NO)=O)=O,VNWNWSQVDWAXTL-UHFFFAOYSA-N
1179728,32000,inactive,CCC(CCCCC(Nc1ccccc1)=O)CC(NO)=O,SHDLLCPVBGWJED-UHFFFAOYSA-N
1429665,18000,inactive,CCC(CCCCC[C@@H](C(N(Cc1cccc2ccccc12)CC(N(CC(C)C)CCC(N(C)[C@H]1C)=O)=O)=O)NC1=O)=O,DCJOHNQFPCMLOS-QCDSWUKFSA-N
1429667,1000,inactive,CCC(CCCCC[C@@H](C(N(CCc1c[nH]c2c1cccc2)CC(N(CC(C)C)CCC(N(C)[C@H]1C)=O)=O)=O)NC1=O)=O,DCHJMXBGNPORHN-OUTSHDOLSA-N
1429497,210,active,CCC(CCCCC[C@@H](C(N(CCc1c[nH]c2c1cccc2)CC(N(CC(C)C)CCC(N[C@H]1CCCCNC(C)=O)=O)=O)=O)NC1=O)=O,VBSVPIWFMZPHNV-LQJZCPKCSA-N
1429498,60,active,CCC(CCCCC[C@@H](C(N(CCc1c[nH]c2c1cccc2)CC(N(CC(C)C)CCC(N[C@H]1CCCNC(N)=N)=O)=O)=O)NC1=O)=O,UWJMLPAEGOKDNK-KYJUHHDHSA-N
1429496,250,inactive,CCC(CCCCC[C@@H](C(N(CCc1c[nH]c2c1cccc2)CC(N(CC=C(C)C)CCC(N[C@H]1CCCNC(N)=N)=O)=O)=O)NC1=O)=O,XIJUBGRWSWKSLJ-CONSDPRKSA-N
1333876,40,active,CCC(CCCCC[C@@H](C(N[C@@H](Cc1c[nH]c2c1cccc2)C(N[C@@H](CC(C)C)CC(N(C)[C@H]1C)=O)=O)=O)NC1=O)=O,AAMHUKDMAMABLC-UAGACBDMSA-N
578871,52,active,CCC(CCCCC[C@@H](C(N[C@@H](Cc1c[nH]c2c1cccc2)C(N[C@@H](CC(C)C)CC(N[C@H]1C)=O)=O)=O)NC1=O)=O,RIIWGLKYAIUMGL-LQMNMMRTSA-N
395806,449000,inactive,CCC(CCCCCC(Nc1ccccc1)=O)C(NO)=O,PIWSSNYICGMASG-UHFFFAOYSA-N
578673,54,active,CCC(CCCSC[C@@H](C(N[C@@H](Cc1c[nH]c2c1cccc2)C(N[C@@H](CC(C)C)CC(N[C@H]1C)=O)=O)=O)NC1=O)=O,HECBRMPKGMWNPZ-ZHBFVTLJSA-N
162001,38,active,CCC[C@H]([C@@H](CC(C)C)C(N1[C@@H](Cc(cc2)ccc2OC)C(NCCCCCC(NO)=O)=O)=O)C1=O,ILEINYPSCJRASR-ZLNRFVROSA-N
161966,51,active,CCC[C@H]([C@@H](CC(C)C)C(N1[C@@H](Cc2ccccc2)C(NCCCCCC(NO)=O)=O)=O)C1=O,OPZCIHCPGQFVBK-VSKRKVRLSA-N
1157621,15,active,CCC[n]1c(cccc2)c2c(C([C@H](C(N[C@@H]([C@@H](C)CC)C(N(CCCC2)[C@H]2C(N[C@H]2CCCCCC(CC)=O)=O)=O)=O)NC2=O)=O)c1,GIVUNOYVRYOCFE-ARPQJKGZSA-N
1154769,0.015738118,active,CCC[n]1c(cccc2)c2c(C[C@@H](C(N[C@@H]([C@H](C)CC)C(N(CCCC2)[C@H]2C(N[C@H]2CCCCCC(CC)=O)=O)=O)=O)NC2=O)c1,FXEYCWDKBFMJHM-JOMBJTJASA-N
1845035,230,active,CCc1c(CN(C=CC=C2/C=C/C(NO)=O)C2=O)cccc1,WMLUEGCPIUVMRL-MDZDMXLPSA-N
2297402,165,active,CCc1cc(-c(cc2)ccc2F)n[n]1Cc(cc1)ccc1C(NO)=O,SFZMTNSPHWOSDY-UHFFFAOYSA-N
1845057,310,inactive,CCc1ccc(CCCN(C=CC=C2/C=C/C(NO)=O)C2=O)cc1,WYCUVUCGSJBBHV-VAWYXSNFSA-N
1845046,70,active,CCc1ccc(CCN(C=CC=C2/C=C/C(NO)=O)C2=O)cc1,QQIOFGOYWYOEGD-MDZDMXLPSA-N
1845036,100,active,CCc1ccc(CN(C=CC=C2/C=C/C(NO)=O)C2=O)cc1,UWJAYDWSYJZOJV-MDZDMXLPSA-N
1272371,42000,inactive,CCc1cccc(NC(C(C(C(C(C(C(C(NO)=O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O)c1,BPSRISCSIVKJDI-UHFFFAOYSA-N
619904,21,active,CCc1cccc(NC(CCCCC(NO)=O)=O)c1,YIWRHWLVVQLQGU-UHFFFAOYSA-N
2298515,1792,inactive,CCc1n[n](Cc(cc2)ccc2C(NO)=O)c(-c(cc2)ccc2F)c1,JJVBDOLSGRETGE-UHFFFAOYSA-N
100479,360000,inactive,CCCC([O-])=O.[Na+],MFBOGIVSZKQAPD-UHFFFAOYSA-M
1165852,132,active,CCCC(/C=C/c1ccccc1)[n]1nnc(/C=C/C(NO)=O)c1,DCUZGNHQKDZHTL-WGDLNXRISA-N
1525709,1080,inactive,CCCC(CCC)C(NC(Cc1c[nH]c2c1cccc2)COc(ccc(/C=C/C(NO)=O)c1)c1OC)=O,XXQDYFIYFPZTLZ-FYWRMAATSA-N
1732197,977.8,inactive,CCCC(CCC)C(NC(Cc1c[nH]c2c1cccc2)COc1ccc(/C=C/C(NO)=O)cc1)=O,SEDLMTPWCXBXQH-DTQAZKPQSA-N
